Gene_name GCF_000013365.1_ASM1336v1_genomic.gff GCF_000020445.1_ASM2044v1_genomic.gff GCF_000195775.1_ASM19577v1_genomic.gff GCF_003031245.1_ASM303124v1_genomic.gff GCF_003031265.1_ASM303126v1_genomic.gff GCF_007005445.1_ASM700544v1_genomic.gff GCF_013415845.1_ASM1341584v1_genomic.gff GCF_016584445.1_ASM1658444v1_genomic.gff
nuoK_2 1 1 1 1 1 1 1 1
nuoL 1 1 1 1 0 0 1 1
nuoM_2 1 1 1 1 1 1 1 1
nuoN_2 1 1 1 1 1 1 1 1
birA_1 1 0 0 0 0 0 0 0
rnj 1 1 1 1 1 1 1 1
epi 1 1 1 1 1 1 1 1
pncB 1 0 0 0 0 0 0 0
proS 1 1 1 1 1 1 1 1
lolE 1 0 0 1 0 0 0 0
lolD_1 1 1 1 1 1 1 1 1
dnaE1 1 1 1 1 1 1 1 1
dapA_1 1 1 1 1 1 1 1 1
mscL 1 1 1 1 1 1 1 1
smpB 1 1 1 1 1 1 1 1
udgb 1 1 1 1 1 1 1 1
rpoZ 1 1 1 1 1 1 1 1
rsh 1 1 1 1 1 1 1 1
pdxJ 1 1 1 1 1 1 1 1
acpS 1 1 1 1 1 1 1 1
lepB_1 1 1 1 1 1 1 1 1
rnc 1 1 1 1 1 1 1 1
era 1 1 1 1 1 1 1 1
recO 1 1 1 1 1 1 1 1
qorB 1 1 1 1 1 1 1 1
parC 1 1 1 1 1 1 1 1
bpt 1 1 1 1 1 1 1 1
hemB 1 1 1 1 1 1 1 1
fadD_3 1 1 1 1 1 1 1 1
glyA2 1 0 0 1 1 0 0 0
nrdR 1 1 1 1 1 1 1 1
ribD 1 1 1 1 1 1 1 1
ribE 1 1 1 1 1 1 1 1
ribH1 1 1 1 1 1 1 0 1
nusB 1 1 1 1 1 1 1 1
thiL 1 1 1 1 1 1 1 1
hppA 1 1 1 1 1 1 0 1
ephA_1 1 1 1 1 1 1 1 1
plsX 1 1 1 1 1 1 1 1
fabH 1 1 1 1 1 1 1 1
ihfA 1 1 1 1 1 1 1 1
fhuA_2 1 1 1 1 1 1 1 1
sadH 1 1 1 1 1 0 1 1
ctaA 1 1 1 1 1 1 1 1
crt_3 1 1 1 1 1 1 1 1
rplM 1 1 0 1 1 1 0 0
rpsI 1 1 1 1 1 1 1 1
rlpA_2 1 1 1 1 1 1 1 1
ephA_2 1 1 1 1 1 1 1 1
dacC 1 1 1 1 1 1 1 1
tmk 1 1 1 1 1 1 1 1
metG 1 1 1 1 1 1 1 1
dtd3 1 1 1 0 0 1 0 1
siaT 1 1 1 1 1 1 1 1
siaP 1 1 1 1 1 1 1 1
ispU 1 0 0 0 0 0 0 0
yhjE_2 1 0 0 0 0 0 0 0
rhaS_3 1 1 1 0 0 0 1 1
btuB_1 1 1 1 1 1 1 1 1
hmuU_2 1 1 1 1 1 1 1 1
fecE_2 1 0 0 0 0 1 0 0
viuB 1 0 1 0 0 0 1 1
uvrD_2 1 0 0 0 0 0 0 0
queC_1 1 0 0 0 0 0 0 0
mazG 1 0 0 1 1 1 0 0
ssb 1 1 1 1 0 1 1 1
uvrA 1 1 1 1 1 1 0 1
trmFO 1 1 1 1 1 1 1 1
secF 1 1 1 1 1 1 1 1
secD 1 1 1 1 1 1 1 1
pcm_2 1 1 1 1 1 1 1 1
pdtaR_2 1 1 1 1 1 1 1 1
surE 1 1 1 1 1 1 1 1
serS 1 1 1 1 1 1 1 1
tatC 1 1 1 1 1 1 1 1
tatB 1 1 1 1 1 1 1 1
tatA 1 1 1 1 1 1 1 1
scpB 1 1 1 1 1 1 1 1
scpA 1 1 1 1 1 1 1 1
nagZ 1 1 1 1 1 1 1 1
argS 1 1 1 1 1 1 1 1
erpA 1 1 1 1 1 1 1 1
glvI 1 0 0 0 0 0 0 0
mdtB_1 1 1 1 1 1 1 1 1
mdtA_1 1 1 1 1 1 1 1 1
xthA_2 1 1 1 1 1 1 1 1
livH_11 1 1 1 1 1 1 1 1
glnQ_1 1 1 1 1 1 1 1 1
livF_13 1 1 1 1 1 1 1 1
lpd 1 1 1 1 1 1 1 1
pdhC 1 1 1 1 1 1 1 1
dxs_1 1 1 1 1 1 1 1 1
acoA_1 1 1 1 1 1 1 1 1
chrR_2 1 1 1 1 1 1 1 1
uctC_3 1 1 1 1 0 1 1 1
rhtB_1 1 1 1 1 1 1 1 1
eno 1 1 1 1 1 1 1 1
queF 1 1 1 1 1 1 1 1
mdoG 1 1 1 0 1 1 1 1
mdoH 1 1 1 0 1 1 1 1
ynfM 1 0 0 1 0 0 0 0
kdsA 1 1 1 1 1 1 1 1
pyrG 1 1 1 1 1 1 1 1
bpaC 1 0 0 0 0 0 0 0
tpiA 1 1 1 1 1 1 1 1
ppiD 1 1 1 1 1 1 1 1
trpD 1 1 1 1 1 1 1 1
trpC 1 1 1 1 1 1 1 1
moaC 1 1 1 1 1 1 1 1
motB_1 1 1 1 1 1 1 1 1
yihX 1 0 0 0 0 1 1 0
moeA 1 1 1 1 1 1 1 1
lexA_1 1 1 1 1 1 1 1 1
glnS 1 1 1 1 1 1 1 1
gltX_2 1 1 1 1 1 1 1 1
aarA 1 1 1 1 1 1 1 1
tadA_2 1 1 1 0 1 0 1 1
lpxB 1 1 1 0 1 1 1 1
lpxI 1 1 1 1 1 1 1 1
lpxA 1 1 1 1 1 1 1 1
fabZ 1 1 1 1 1 1 1 1
lpxD 1 1 1 1 1 1 1 1
bamA_2 1 0 0 0 0 0 0 0
mmpA 1 1 1 1 1 1 1 1
dxr 1 1 1 1 1 1 1 1
uppS 1 1 1 1 1 1 1 1
frr 1 1 1 1 1 1 1 1
pyrH 1 1 1 1 1 1 1 1
tsf 1 1 1 1 1 1 1 1
rpsB 1 1 1 1 1 1 1 1
ligK 1 1 1 1 1 1 1 1
pxpB 1 1 1 1 1 1 1 1
pxpC 1 1 1 1 1 1 1 1
pxpA 1 1 1 1 1 1 1 1
cmpD_2 1 1 1 1 0 1 1 1
ssuA 1 0 0 0 0 1 0 0
gltC_2 1 0 0 1 0 1 0 0
rimO 1 1 1 1 1 1 1 1
qorA_1 1 1 1 1 1 1 1 1
pcs 1 1 1 1 1 1 1 1
ubiI 1 1 1 1 1 1 1 1
hspQ 1 1 1 1 1 1 1 1
mfd 1 1 1 1 1 1 1 1
recG 1 1 1 1 1 1 1 1
nodM 1 1 1 1 1 1 1 1
glmU 1 0 1 0 1 0 0 1
fmt_2 1 0 0 0 0 0 0 0
pucBA 1 1 1 1 1 1 1 1
pucAE_1 1 0 0 0 0 0 0 0
ribN_1 1 1 1 1 1 1 1 1
tgt 1 1 1 1 1 1 1 1
queA 1 1 1 1 1 1 1 1
coaD 1 1 1 1 1 1 1 1
gyrA 1 1 1 1 1 1 1 1
hflX 1 1 1 1 1 1 1 1
hfq 1 1 1 1 1 1 1 1
dat 1 1 1 1 1 1 1 1
ntrC_1 1 1 1 1 1 1 1 1
sasA_10 1 1 1 1 1 1 1 1
ntrC_2 1 1 1 1 1 1 1 1
glnL 1 1 1 1 1 1 1 1
dusB 1 1 1 1 1 1 1 1
ispDF 1 1 1 1 1 1 1 1
cinA_2 1 1 1 1 1 1 1 1
ratA 1 1 1 1 1 1 1 1
lipA 1 1 1 1 1 1 1 1
valS 1 1 1 1 1 1 1 1
bepC_1 1 1 1 1 1 1 1 1
pcm_3 1 1 1 1 1 1 1 1
xthA_3 1 1 1 0 1 1 1 1
mdtC_2 1 1 1 1 1 1 1 1
mdtB_2 1 1 1 1 1 1 1 1
mdtA_2 1 1 1 1 1 1 1 1
ttgC 1 1 1 1 1 1 1 1
ufaA1 1 1 1 1 1 1 1 1
mccA 1 1 1 1 1 1 1 1
glnQ_2 1 1 1 1 1 1 1 1
yhdW_1 1 1 1 1 1 1 1 1
metC 1 0 0 0 0 1 0 0
rgtE 1 1 1 1 1 1 1 1
arnT_1 1 0 0 1 1 0 0 0
pbpC 1 1 0 0 0 0 0 0
yfhM 1 1 1 1 1 1 1 1
rfaG_1 1 1 1 1 1 1 1 1
yjjP 1 1 1 1 1 1 1 1
mrpX 1 0 1 1 1 1 1 1
liuE 1 1 1 1 1 1 1 1
accA1_1 1 1 1 1 1 1 1 1
cobB_1 1 1 1 1 1 1 1 1
gloA 1 1 1 1 1 1 1 1
cckA_1 1 1 1 1 1 1 1 1
crcB_3 1 1 0 1 1 0 0 0
crcB_4 1 0 0 0 0 0 0 0
kamA 1 1 1 1 1 1 1 1
epmA 1 1 1 1 1 1 1 1
efp 1 1 1 1 1 1 1 1
recJ 1 1 1 1 1 1 1 1
hdl IVa 1 0 0 0 1 0 0 0
glpX 1 1 1 1 1 1 1 1
hom 1 1 1 1 1 1 1 1
alaC 1 1 1 1 1 1 1 1
phaC_2 1 1 1 1 1 1 1 1
argC 1 1 1 1 1 1 1 1
paiB 1 1 1 1 1 1 1 1
yabI_2 1 1 1 1 1 1 1 1
parE 1 1 1 0 0 1 1 1
rhaS_4 1 1 1 0 0 0 1 1
rhlE_2 1 1 1 1 1 1 1 1
vdcA 1 1 1 1 1 1 1 1
iscA 1 1 1 1 1 1 1 1
sufS 1 1 1 1 1 1 1 1
sufD 1 1 1 1 1 1 1 1
sufC 1 1 1 1 1 1 1 1
sufB 1 1 1 1 1 1 1 1
iscS 1 0 0 0 1 0 0 0
anmK 1 1 1 1 1 1 1 1
tyrS 1 1 1 1 1 1 1 1
yceJ 1 0 0 0 0 1 0 0
garR 1 1 1 1 1 0 1 1
prfB 1 1 1 1 1 1 1 1
mrcA 1 1 1 1 1 1 1 1
amiC_5 1 1 1 1 1 1 1 1
rne 1 1 1 1 1 1 1 1
dctA 1 1 1 1 1 1 1 1
bioY2 1 0 0 0 0 1 0 0
aspC 1 1 1 1 1 1 1 1
bepA_3 1 1 1 1 1 1 1 1
aroQ 1 1 1 1 1 1 1 1
accB 1 1 1 1 1 1 1 1
accC 1 1 1 1 1 1 1 1
sasA_11 1 1 1 1 1 1 1 1
rcp1_1 1 1 1 1 1 0 0 1
cheB_2 1 1 1 1 1 1 1 1
aat 1 1 1 1 1 1 1 1
lvr_2 1 0 0 0 0 0 0 0
aes_1 1 0 0 0 0 0 0 0
cdhR_2 1 0 0 0 0 0 0 0
inhA 1 1 1 1 1 1 1 1
yijE_2 1 0 0 0 0 0 0 0
nikR 1 1 1 1 1 1 1 1
draG 1 1 1 1 1 1 1 1
draT 1 0 0 0 0 0 0 0
rhaS_5 1 0 0 0 0 0 1 0
hsdR 1 0 0 0 0 0 0 0
prmC_2 1 0 0 1 0 0 0 0
lon_2 1 1 0 0 0 0 0 0
gacA 1 0 0 0 0 0 0 0
fabG_7 1 1 1 1 1 1 1 1
lcfB_5 1 1 1 1 1 1 1 1
gsiA_5 1 0 0 0 0 0 0 0
oppD_4 1 0 0 0 0 1 1 0
gsiD_6 1 0 0 0 0 0 0 0
dppB_3 1 0 0 0 0 1 1 0
appA_2 1 0 0 1 1 1 0 0
ccr 1 0 0 0 0 0 0 0
hipO_3 1 1 1 1 1 1 1 1
decR_3 1 0 0 0 0 0 0 0
ksdD 1 0 0 0 0 0 0 0
tauB 1 0 0 0 0 0 0 0
ribX_2 1 0 0 0 0 1 0 0
kdhA_1 1 0 0 0 0 0 0 0
cutS_2 1 0 0 0 0 0 0 0
cdhA 1 0 0 1 1 0 0 0
ribX_3 1 0 0 0 0 0 0 0
nrtD_3 1 0 0 0 0 0 0 0
nicS_2 1 0 0 0 0 0 0 0
kdhC_1 1 0 0 0 0 0 0 0
cdhC_1 1 0 0 0 0 0 0 0
kdhA_2 1 0 0 0 0 0 0 0
aes_2 1 0 0 0 0 0 0 0
gapN 1 0 0 0 0 0 0 0
nadX_2 1 0 0 0 0 0 0 0
ribY_1 1 0 0 0 0 0 0 0
kdhC_2 1 0 0 0 0 0 0 0
cdhC_2 1 0 0 0 0 0 0 0
kdhA_3 1 0 0 0 0 0 0 0
cocE 1 0 0 0 0 0 0 0
pyrD_1 1 0 0 0 0 0 0 0
rutB_2 1 0 0 1 1 1 0 0
ribX_4 1 0 0 0 0 0 0 0
cmpD_3 1 1 0 0 0 0 1 0
ribY_2 1 0 0 0 0 0 0 0
cpnA 1 0 0 0 0 0 0 0
xerC_3 1 1 0 0 0 0 0 0
gsiA_6 1 0 0 0 0 0 0 0
dppC_2 1 0 0 0 0 0 0 0
dppB_4 1 0 0 0 0 0 0 0
appA_3 1 0 0 0 0 1 0 0
ilvX_1 1 1 1 1 1 1 1 1
ylmB_3 1 0 0 0 0 0 0 0
gabD 1 1 0 0 0 1 0 0
davT 1 1 1 1 1 1 1 1
gcvA_2 1 1 1 1 1 1 1 1
dmsA_2 1 0 0 0 0 0 0 0
nosZ 1 1 1 1 1 1 1 1
nosD 1 1 1 1 1 1 1 1
nosF 1 1 1 1 1 1 1 1
nosY 1 1 1 1 1 1 1 1
nosL 1 1 1 1 1 1 1 1
btuB_2 1 1 1 1 1 1 1 1
fnr_2 1 0 0 0 0 0 0 0
sasA_12 1 1 1 1 1 1 1 1
prfC 1 1 1 1 1 1 1 1
gdx_2 1 1 1 1 1 1 1 1
livH_12 1 1 1 1 1 1 1 1
livF_14 1 1 1 1 1 1 1 1
lptB_10 1 1 1 1 1 0 1 1
yffB 1 1 1 1 1 1 1 1
isiB 1 1 1 1 1 1 1 1
cobH 1 1 1 1 1 1 1 1
cobI 1 1 1 1 1 1 1 1
cobJ 1 1 1 1 1 1 1 1
cobK 1 1 1 1 1 1 1 1
cobL 1 1 1 1 1 1 1 1
cobM 1 1 1 1 1 1 1 1
cobB_2 1 1 1 1 1 1 1 1
cysG_2 1 1 1 1 1 1 1 1
guaA 1 0 0 1 1 1 0 0
rsmB_2 1 1 1 1 1 1 1 1
curA 1 1 1 1 1 1 1 1
guaB 1 1 1 1 1 1 1 1
hsrA 1 1 1 1 1 1 1 1
rlmE 1 1 1 1 1 1 1 1
gppA_2 1 0 0 0 0 0 0 0
cutL_3 1 1 1 1 1 1 1 1
uup 1 1 1 1 1 1 1 1
nsaD_2 1 1 1 1 1 1 1 1
yfcG_2 1 1 0 1 1 0 0 0
metE 1 0 0 0 1 1 0 0
quiA 1 0 0 0 0 1 0 0
gpt 1 1 1 1 1 1 1 1
cinA_3 1 1 1 1 1 1 1 1
cupin 1 1 1 1 1 1 1 1
rlp 1 1 1 1 1 1 1 1
entS_3 1 0 0 0 0 0 0 0
nupX 1 1 1 1 1 1 1 1
dosP 1 1 0 1 1 1 1 0
groS2 1 1 1 1 1 1 1 1
groL3 1 1 1 1 1 1 1 1
ybaQ 1 0 0 0 0 0 0 0
cpo_3 1 0 0 0 0 0 0 0
ohrR_1 1 0 0 0 0 0 0 0
fabG_8 1 1 1 1 1 1 1 1
cowN 1 1 1 1 1 1 1 1
araC_2 1 1 1 1 1 1 1 1
ald 1 0 1 1 1 1 1 1
aceE 1 0 0 0 0 0 0 0
decR_4 1 0 0 0 0 0 0 0
ribN_2 1 1 1 1 1 1 1 1
chqB 1 1 1 1 1 1 1 1
dpgD_1 1 1 1 1 1 1 1 1
accA1_2 1 1 1 1 1 1 1 1
pccB_2 1 1 1 1 1 1 1 1
lcfB_6 1 1 1 1 1 1 1 1
kce 1 1 1 1 1 1 1 1
mmgC_2 1 1 1 1 1 1 1 1
mmgC_3 1 1 1 1 1 1 1 1
rcsC_9 1 1 1 1 1 1 1 1
fhuA_3 1 1 1 1 1 1 1 1
yhgF 1 1 1 1 1 1 1 1
cobT_3 1 1 1 1 1 1 1 1
cobV 1 1 1 1 1 0 1 1
cobQ_2 1 1 1 1 1 1 1 1
hutP 1 0 0 0 0 0 0 0
bioY 1 0 0 0 0 0 0 0
ecfT 1 0 0 0 0 0 0 0
bioM 1 0 0 0 0 0 0 0
madF 1 0 0 0 0 0 0 0
mdcG 1 0 0 0 0 0 0 0
madH 1 0 0 0 0 0 0 0
madD 1 0 0 0 0 0 0 0
madC 1 0 0 0 0 0 0 0
mdcC 1 0 0 0 0 0 0 0
madA 1 0 0 0 0 0 0 0
birA_2 1 0 0 0 0 0 0 0
madB 1 0 0 0 0 0 0 0
citG 1 0 0 0 0 0 0 0
dmsA_3 1 0 0 0 0 0 0 0
oqxB12 1 0 1 0 0 0 0 0
bepF_2 1 1 1 1 1 1 1 1
comR_1 1 1 1 1 1 1 1 1
bjaI 1 1 0 0 0 0 0 0
rpaR_2 1 1 0 0 0 0 0 0
dctM_2 1 1 1 1 1 1 1 1
dctQ 1 1 1 1 1 1 1 1
dctP 1 1 1 1 1 1 1 1
leuA 1 0 0 0 0 1 0 0
bioB 1 1 1 1 1 1 1 1
ssuC_4 1 1 1 1 1 1 1 1
cmpD_4 1 0 0 0 0 0 1 0
opuBA 1 1 0 1 1 1 1 1
lutR 1 1 1 1 1 1 1 1
ilvC 1 1 1 1 1 1 1 1
eamA_2 1 0 0 0 0 0 0 0
ilvH 1 1 1 1 1 1 1 1
ilvI_2 1 1 0 1 1 1 1 0
miaA 1 1 1 1 1 1 1 1
srpB 1 0 0 0 0 0 0 0
acpXL 1 1 1 1 1 1 1 1
fabF_2 1 1 1 1 1 1 1 1
adhT_3 1 0 0 0 0 0 0 0
lpxL 1 1 1 1 1 1 1 1
spuD 1 0 0 0 0 0 0 0
dapC 1 1 1 1 1 1 1 1
motB_2 1 1 1 1 1 1 1 1
pomA 1 1 1 1 1 1 1 1
psd 1 1 1 1 1 1 1 1
atm1 1 1 1 1 0 1 1 1
cimA 1 1 1 1 1 1 1 1
yafP 1 1 1 1 1 1 1 1
cysS 1 1 1 1 1 1 1 1
nadE 1 1 1 0 1 1 0 1
dgkA 1 1 1 0 1 1 1 1
aroH 1 1 1 1 1 1 1 1
garB 1 1 1 1 1 1 1 1
rpiA 1 1 1 1 1 1 1 1
gph_2 1 1 1 0 0 1 1 1
moaA_3 1 0 0 0 0 0 0 0
takP 1 1 1 1 1 1 1 1
glxR 1 1 0 1 0 1 1 0
rcsC_10 1 1 1 1 1 1 1 1
dusA 1 1 1 1 1 1 1 1
mntR 1 0 0 0 0 1 0 0
mntB_1 1 1 1 0 0 1 1 1
mntB_2 1 1 1 0 0 1 1 1
mntB_3 1 0 0 0 0 1 0 0
ttgH 1 0 0 0 0 0 0 0
macA_2 1 1 1 1 1 0 1 1
mdtE_1 1 1 1 1 1 1 1 1
fprA 1 0 0 0 0 0 0 0
fdxA_2 1 0 0 0 0 0 0 0
dmsA_4 1 0 0 0 0 0 0 0
rhaR_4 1 1 1 1 1 0 0 1
flhA_1 1 1 1 1 1 1 1 1
pqqE 1 1 1 1 1 1 1 1
pqqD 1 1 1 1 1 1 0 1
pqqCD 1 1 1 1 1 1 0 1
pqqB 1 1 1 1 1 1 1 1
frc_1 1 1 1 1 1 1 1 1
yisK 1 0 0 1 1 1 0 0
ppsC 1 0 0 0 0 0 0 0
fieF 1 0 1 1 1 1 1 1
rcsC_11 1 1 1 1 1 1 1 1
glnE 1 1 1 1 1 1 1 1
sasA_13 1 1 1 1 1 1 0 1
cusR 1 1 1 1 1 1 1 1
degP_3 1 1 1 1 1 1 1 1
ccmH 1 1 1 1 1 1 1 1
ccmF 1 1 1 1 1 1 1 1
ccmE 1 1 1 1 1 1 1 1
sasA_14 1 1 1 1 1 1 0 1
phoP_1 1 1 1 1 1 1 1 1
queC_2 1 0 0 0 0 0 0 0
mdtD 1 1 1 1 1 1 1 1
yxeI 1 1 1 1 1 1 1 1
fhuA_4 1 1 1 1 0 1 1 1
mtgA_3 1 1 1 1 1 1 1 1
rcsC_12 1 1 1 1 1 1 1 1
csdE 1 1 1 1 1 1 1 1
ros 1 1 1 1 1 1 1 1
novR 1 0 0 0 0 0 0 0
fcuA_1 1 1 0 1 1 1 1 0
dapE_3 1 1 1 1 1 1 1 1
folP 1 1 1 1 1 1 1 1
folB 1 1 1 1 1 1 1 1
folK 1 0 0 1 1 1 0 0
mutA 1 1 1 1 1 1 1 1
mutB 1 1 1 1 1 1 1 1
pcp 1 1 1 1 1 1 1 1
sigL 1 0 0 0 0 0 0 0
btuB_3 1 1 1 1 1 1 1 1
nrsF 1 1 1 1 1 1 1 1
sigF 1 0 1 1 1 1 1 1
echA8_2 1 1 1 1 1 1 1 1
bepC_2 1 1 1 1 1 1 1 1
czcA_1 1 1 1 1 1 1 1 1
mdtA_3 1 1 1 1 1 1 1 1
frc_2 1 1 1 1 1 1 1 1
dnaE2 1 1 1 1 1 1 1 1
imuB 1 1 1 1 1 1 1 1
ttuD 1 1 1 1 1 1 1 1
kefC_1 1 1 1 1 1 1 1 1
slyA_1 1 1 1 1 1 1 1 1
btuD_10 1 1 0 0 1 1 1 0
livF_15 1 1 1 1 1 1 1 1
menE_5 1 0 1 1 0 0 0 1
dmdD 1 1 1 1 1 1 1 1
dctM_3 1 1 1 1 1 1 1 1
pobA 1 1 1 1 1 1 1 1
cnbH_2 1 0 0 1 1 1 0 0
hcaB_3 1 1 1 1 1 1 1 1
pal_6 1 0 0 0 0 1 0 0
ppc 1 1 1 1 1 1 1 1
cysL_2 1 0 0 0 0 1 0 0
rcsC_13 1 1 1 1 1 1 1 1
lcfB_7 1 1 1 1 0 1 1 1
caiD_3 1 1 0 1 1 0 0 0
fadH 1 0 0 0 0 0 0 0
carC_2 1 1 1 1 1 1 1 1
dpgD_2 1 1 1 1 1 1 1 1
paaG_3 1 1 1 1 1 1 1 1
idnO 1 1 1 1 1 1 1 1
mdtA_4 1 1 1 1 1 1 1 1
mdtC_3 1 1 1 1 1 1 1 1
otnI 1 1 1 1 1 1 1 1
thcC 1 1 1 1 1 1 1 1
livF_16 1 1 1 1 1 1 1 1
lptB_11 1 1 0 0 0 0 0 0
livH_13 1 1 1 1 1 1 1 1
gltR 1 0 0 0 0 0 0 0
hyuC 1 1 1 1 1 1 1 1
ghrB_2 1 0 0 0 0 0 0 0
bglA 1 1 1 1 1 1 1 1
yddA 1 0 0 0 0 0 0 0
aam_5 1 0 0 0 0 0 0 0
mycG 1 0 0 0 0 0 0 0
msrP 1 1 1 1 1 0 1 1
paaK 1 0 0 0 0 0 0 0
paaI 1 1 1 1 1 1 1 1
paaZ 1 1 1 1 1 1 1 1
paaE 1 1 1 1 1 1 1 1
paaD 1 1 1 1 1 1 1 1
paaC 1 1 1 1 1 1 1 1
paaB 1 1 1 1 1 1 1 1
paaA 1 1 1 1 1 1 1 1
betI_2 1 0 1 1 0 1 0 1
cypD 1 0 0 0 0 0 0 0
dadA1_2 1 0 0 0 0 0 0 0
bepE_2 1 1 1 1 1 1 1 1
mdtA_5 1 1 1 1 1 0 1 1
bioI 1 1 1 1 1 1 1 1
yihV_2 1 1 1 1 1 1 1 1
thcD 1 1 1 1 1 1 1 1
arnT_2 1 0 0 1 1 0 0 0
arnC 1 1 1 0 0 1 1 1
nphR_2 1 0 0 0 0 0 0 0
ybhS 1 1 1 1 1 1 1 1
ybhF 1 1 1 1 1 1 1 1
mobA_2 1 0 1 0 1 0 0 1
paoD 1 1 1 1 1 0 1 1
cutM_2 1 0 0 0 0 0 0 0
coxS 1 1 1 1 1 0 1 1
livH_14 1 1 1 1 1 1 1 1
skfE 1 0 0 0 0 0 0 0
livF_17 1 1 1 1 1 1 1 1
braC_4 1 1 1 1 1 1 1 1
dipZ 1 0 0 0 0 1 0 0
rpe 1 1 1 1 1 1 1 1
purB 1 1 1 1 1 1 1 1
murI 1 1 1 1 1 1 1 1
rpsD 1 1 1 1 1 1 1 1
ltaA 1 0 0 0 0 1 0 0
ymdB_1 1 0 0 1 1 0 0 0
grxD 1 1 1 1 1 1 1 1
egtD 1 1 1 1 1 1 1 1
purL 1 1 1 1 1 1 1 1
trpB_2 1 1 1 1 1 1 1 1
purQ 1 1 1 1 1 1 1 1
purS 1 1 1 1 1 1 1 1
purC_2 1 1 1 1 1 1 1 1
greB 1 1 1 1 1 1 1 1
vapC_1 1 1 1 1 1 1 1 1
trmL_2 1 1 1 1 1 1 1 1
icd 1 1 1 1 1 1 1 1
ybaL 1 1 1 1 1 1 1 1
kefC_2 1 1 1 1 1 1 1 1
alaS 1 1 1 1 1 0 1 1
gcvT 1 1 1 1 1 1 1 1
gcvH 1 1 1 1 1 1 1 1
gcvP 1 1 1 1 1 1 1 1
recA 1 1 1 1 1 1 1 1
phoP_2 1 1 1 1 1 1 1 1
yciB_2 1 1 1 1 1 1 1 1
fumA 1 1 1 1 1 1 1 1
dmlR_3 1 1 1 1 1 1 1 1
cckA_2 1 1 1 1 1 1 1 1
flhB_2 1 1 1 1 1 1 1 1
fliE 1 1 1 1 1 1 1 1
flgC_2 1 1 1 1 1 1 1 1
fliP 1 1 1 1 1 1 1 1
fliL 1 0 0 0 0 0 0 0
flgG_1 1 1 1 1 1 1 1 1
flgG_2 1 1 1 1 1 1 1 1
flgH 1 1 1 1 1 1 1 1
dksA 1 1 1 1 1 1 1 1
fliX 1 1 1 1 1 1 1 1
flgI 1 1 1 1 1 1 1 1
flbT 1 0 0 0 0 0 0 0
bepA_4 1 0 0 0 1 0 1 0
ilvB 1 0 0 0 0 1 0 0
cugP 1 1 1 1 1 1 1 1
hldE_2 1 1 1 0 1 1 1 1
xylB 1 1 1 1 1 1 1 1
pdhB 1 1 1 1 1 1 1 1
acoA_2 1 1 1 1 1 1 1 1
rffG_2 1 1 1 1 1 1 1 1
galE_3 1 1 1 1 1 1 1 1
gmhA_2 1 1 1 1 1 1 1 1
rcsC_14 1 1 1 1 1 1 1 1
msrB_2 1 1 1 1 1 1 1 1
puuB_3 1 1 1 0 0 0 1 1
uspF 1 1 1 1 1 1 1 1
yofA 1 0 0 0 0 1 0 0
yciF_3 1 1 1 1 1 1 1 1
ybhN 1 1 1 0 0 0 1 1
mshA_6 1 1 0 1 0 1 1 0
fdxE 1 1 1 1 1 1 1 1
calB 1 1 1 1 1 1 1 1
alkJ_2 1 1 1 1 1 1 1 1
fabG_9 1 1 1 1 1 1 1 1
fabG_10 1 1 1 1 1 1 1 1
tmoT_3 1 1 1 1 1 0 0 1
rcsC_15 1 1 1 1 1 1 1 1
cheR1_1 1 1 0 1 1 0 1 0
evgS 1 0 0 0 0 0 0 0
xpkA 1 1 1 0 0 1 0 1
pknD 1 0 0 0 0 0 0 0
bchE 1 1 1 1 1 1 1 1
hemN 1 1 1 1 1 1 1 1
hpcB 1 1 1 1 1 0 1 1
csoR 1 1 1 1 1 1 1 1
silP 1 1 0 1 1 0 0 0
queD 1 0 0 1 1 1 0 0
lolD_2 1 1 1 1 1 1 1 1
macB_2 1 0 0 0 0 0 0 0
macA_3 1 0 0 0 0 0 0 0
rutD_1 1 0 0 0 0 1 0 0
livF_18 1 1 1 1 1 0 1 1
slyA_2 1 1 1 1 1 1 1 1
hsaA 1 0 0 0 0 0 0 0
antA 1 0 0 0 0 0 0 0
cmtAc 1 0 0 1 0 0 0 0
fabG2 1 0 0 0 0 0 0 0
rutF 1 1 1 1 1 0 1 1
flhA_2 1 1 1 1 1 1 1 1
sigK 1 1 1 1 0 0 1 1
yscN 1 1 1 1 1 1 1 1
ctrA 1 1 1 1 1 1 0 1
yjfC 1 0 0 0 0 0 0 0
cheR1_2 1 1 0 1 1 0 1 0
cheB_3 1 1 1 1 1 1 1 1
cheY_2 1 1 1 1 1 1 1 1
cheW 1 0 0 0 0 0 0 0
rcsC_16 1 1 1 1 1 1 1 1
chpT 1 1 1 1 1 1 1 1
cysQ_2 1 0 0 0 1 0 0 0
smc_2 1 1 1 1 1 1 1 1
ilvX_2 1 1 1 1 1 1 1 1
mmgC_4 1 1 1 1 1 1 1 1
linC_1 1 0 0 1 1 0 1 0
mmgC_5 1 1 1 1 1 1 1 1
frc_3 1 1 1 1 1 1 1 1
meh 1 1 1 1 1 1 1 1
mdlC 1 1 1 1 1 1 1 1
hcaB_4 1 0 0 1 1 1 0 0
ycjX 1 1 1 1 1 1 1 1
