Gene_name GCF_000007765.2_ASM776v2_genomic.gff GCF_000017105.1_ASM1710v1_genomic.gff GCF_000018745.1_ASM1874v1_genomic.gff GCF_000019865.1_ASM1986v1_genomic.gff GCF_000019885.1_ASM1988v1_genomic.gff GCF_000168875.3_ASM16887v3_genomic.gff GCF_000367725.2_Z3055_genomic.gff GCF_001572745.1_ASM157274v1_genomic.gff GCF_002094935.1_ASM209493v1_genomic.gff GCF_002109345.1_ASM210934v1_genomic.gff GCF_004006195.1_ASM400619v1_genomic.gff GCF_004087735.1_ASM408773v1_genomic.gff GCF_005280755.1_ASM528075v1_genomic.gff
rsmD 1 1 1 1 1 1 1 1 1 1 1 1 1
ftsY 1 1 1 1 1 1 1 1 1 1 1 1 1
ftsE 1 1 1 1 1 1 1 1 1 1 1 1 1
ftsX 1 1 1 1 1 1 1 1 1 1 1 1 1
rpoH 1 1 1 1 1 1 1 1 1 1 1 1 1
glyQ 1 1 1 1 1 1 1 1 1 1 1 1 1
glyS 1 1 1 1 1 1 1 1 1 1 1 1 1
rsmB 1 1 1 1 1 1 1 1 1 1 1 1 1
uspA2_1 1 1 1 1 1 1 1 1 1 1 1 1 1
rpmH 1 0 1 1 1 1 1 1 1 1 1 1 1
rnpA 1 1 1 1 1 1 1 1 1 1 1 1 1
yidD 1 1 1 1 1 1 1 1 1 1 1 1 1
yidC 1 1 1 1 1 1 1 1 1 1 1 1 1
mnmE 1 1 1 1 1 1 1 1 1 1 1 1 1
mnmG 1 1 1 1 1 1 1 1 1 1 1 1 1
rsmG 1 1 1 1 1 1 1 1 1 1 1 1 1
parA 1 1 1 1 1 1 1 1 1 1 1 1 1
parB_1 1 1 1 0 1 1 0 1 1 1 0 1 1
menE_2 1 1 1 1 1 1 1 1 1 1 1 1 1
ku 1 1 1 1 1 1 1 1 1 1 1 1 1
ligD 1 0 1 1 1 1 1 1 1 1 1 0 1
atpB 1 1 1 1 1 1 1 1 1 1 1 1 1
atpH_1 1 1 1 1 1 1 1 1 1 1 1 1 1
atpF 1 1 1 1 1 1 1 1 1 1 1 1 1
atpH_2 1 1 1 1 1 1 1 1 1 1 1 1 1
atpA 1 1 1 1 1 1 1 1 1 1 1 1 1
atpG 1 1 1 1 1 1 1 1 1 1 1 1 1
atpD 1 1 1 1 1 1 1 1 1 1 1 1 1
atpC 1 1 1 1 1 1 1 1 1 1 1 1 1
glmU 1 1 1 1 1 1 1 1 1 1 1 1 1
yheS 1 0 1 1 1 1 1 1 1 1 1 1 1
pntAA 1 1 1 1 1 1 1 1 1 1 1 1 1
pntA 1 1 1 1 1 1 1 1 1 1 1 1 1
pntB 1 1 1 1 1 1 1 1 1 1 1 1 1
rsmE 1 1 1 1 1 1 1 1 1 1 1 1 1
prmC 1 1 1 1 1 1 1 1 1 1 1 1 1
prfA 1 1 1 1 1 1 1 1 1 1 1 1 1
hemA 1 1 1 1 1 1 1 1 1 1 1 1 1
emrD_2 1 0 1 1 1 1 1 1 1 1 1 1 1
folB 1 1 1 1 1 1 1 1 1 1 1 1 1
dksA 1 1 1 1 1 1 1 1 1 1 1 1 1
dapF 1 1 1 1 1 1 1 1 1 1 1 1 1
estB 1 1 1 1 1 1 1 1 1 1 1 1 1
murU 1 1 1 1 1 1 1 1 1 1 1 1 1
amgK 1 1 1 1 1 1 1 1 1 1 1 1 1
lptD 1 1 1 1 1 1 1 1 1 1 1 1 1
surA_2 1 1 1 1 1 1 1 1 1 1 1 1 1
pdxA 1 1 1 1 1 1 1 1 1 1 1 1 1
rsmA 1 1 1 1 1 1 1 1 1 1 1 1 1
uspA2_2 1 1 1 1 1 1 1 1 1 1 1 1 1
apaH 1 1 1 1 1 1 1 1 1 1 1 1 1
yefM 1 1 0 1 1 1 1 1 1 1 1 1 1
yoeB 1 1 0 1 1 1 1 1 1 1 1 1 1
queH 1 1 1 1 1 1 1 1 1 1 1 1 1
acyP 1 1 1 1 1 1 1 1 1 1 1 1 1
fmt 1 1 1 1 1 1 1 1 1 1 1 1 1
smg 1 1 1 1 1 1 1 1 1 1 1 1 1
topA 1 1 1 1 1 1 1 1 1 1 1 1 1
purE 1 1 1 1 1 1 1 1 1 1 1 1 1
tsaC 1 1 1 1 1 1 1 1 1 1 1 1 1
rstB 1 1 1 1 1 1 1 1 1 1 1 1 1
ompR 1 1 1 1 1 1 1 1 1 1 1 1 1
argS 1 1 1 1 1 1 1 1 1 1 1 1 1
hslV 1 1 1 1 1 1 1 1 1 1 1 1 1
hslU 1 1 1 1 1 1 1 1 1 1 1 1 1
dtpA 1 1 1 1 0 0 1 1 1 1 1 1 1
ubiE 1 1 1 1 1 1 1 1 1 1 1 1 1
ubiJ 1 1 1 1 1 1 1 1 1 1 1 1 1
ubiB 1 1 1 1 1 1 1 1 1 1 1 1 1
gadC_2 1 1 1 1 1 1 1 1 1 1 1 1 1
comM_1 1 1 1 0 0 0 1 1 1 1 1 1 1
comM_2 1 1 1 0 0 0 1 1 1 1 1 1 1
ubiK 1 1 1 1 1 1 1 1 1 1 1 1 1
cbs 1 1 1 1 1 1 1 1 1 1 1 1 1
metC 1 1 1 1 1 1 1 1 1 1 1 1 1
metK 1 1 1 1 1 1 1 1 1 1 1 1 1
ahcY 1 1 1 1 1 1 1 1 1 1 1 1 1
cph2 1 0 0 0 0 0 1 1 1 1 1 1 1
ltxB 1 0 1 0 0 0 0 0 1 1 0 1 1
hlyB 1 1 1 1 0 0 0 0 1 1 0 1 1
hlyD 1 1 1 0 1 1 1 1 1 1 1 1 1
metF 1 1 1 1 1 1 1 1 1 1 1 1 1
metE 1 1 1 1 1 1 1 1 1 1 1 1 1
trpS 1 1 1 1 1 1 1 1 1 1 1 1 1
uvrD 1 1 1 1 1 1 1 1 1 1 1 1 1
proP 1 1 1 1 1 1 1 1 1 1 1 1 1
sauU 1 1 1 1 1 1 1 1 1 1 1 1 1
tdk 1 1 1 1 1 1 1 1 1 1 1 1 1
yihG_2 1 1 1 1 1 1 1 1 1 1 1 1 1
hemC 1 1 1 1 1 1 1 1 1 1 1 1 1
aroD 1 1 1 1 1 1 1 1 1 1 1 1 1
hemX 1 1 1 0 1 1 1 1 1 1 1 1 1
bepA 1 1 1 1 1 1 1 1 1 1 1 1 1
queC 1 1 1 1 1 1 1 1 1 1 1 1 1
rho 1 1 1 1 1 1 1 1 1 1 1 1 1
trxA 1 1 1 1 1 1 1 1 1 1 1 1 1
proC 1 1 1 1 1 1 1 1 1 1 1 1 1
yggS 1 1 1 1 1 1 1 1 1 1 1 1 1
pckA 1 1 1 1 1 1 1 1 1 1 1 1 1
yqgF 1 1 1 1 1 1 1 1 1 1 1 1 1
pyrB 1 1 1 1 1 1 1 1 1 1 1 1 1
xerC_1 1 1 1 0 1 1 0 1 1 1 0 1 1
xerC_2 1 1 1 0 1 1 0 1 1 1 0 1 1
traI 1 0 1 0 0 0 0 1 1 1 0 1 1
cpdA 1 1 1 0 1 1 0 1 1 1 0 1 1
yrdA 1 1 1 0 1 1 0 1 1 1 0 1 1
parB_2 1 1 1 0 1 1 0 1 1 1 0 1 1
noc 1 1 1 0 1 1 0 1 1 1 0 1 1
tetA_1 0 1 0 0 0 0 0 0 0 0 0 0 0
hldD_1 0 1 0 0 0 0 0 0 0 0 0 0 0
gsiD 0 1 0 0 0 0 0 0 0 0 0 0 0
yheS_1 0 1 0 0 0 0 0 0 0 0 0 0 0
ligD_1 0 1 0 0 0 0 0 0 0 0 0 1 0
ligD_2 0 1 0 0 0 0 0 0 0 0 0 1 0
mdtL_1 0 1 1 0 0 0 0 0 0 0 0 0 0
caiA 0 1 0 0 0 0 0 0 0 0 0 0 0
rpsU 0 1 0 0 0 0 0 0 0 0 0 0 0
tycC_1 0 1 0 0 1 1 0 0 0 0 0 0 0
srfAB 0 1 0 0 0 0 0 0 0 0 0 0 0
ddc 0 1 1 0 0 0 0 0 0 0 0 0 0
tadA_1 0 1 1 1 0 0 0 1 0 0 1 0 0
rayT_1 0 1 0 1 1 1 0 0 0 0 0 0 0
arcB_1 0 1 0 0 1 1 0 0 0 0 0 0 0
stp_1 0 1 0 1 1 1 0 0 0 0 0 0 0
ftsP 0 1 0 0 0 0 0 0 0 0 0 0 0
hldD_2 0 1 0 0 0 0 0 0 0 0 0 0 0
emrE 0 1 0 0 0 0 0 0 0 0 0 0 0
aguA_1 0 1 0 0 0 0 0 0 0 0 0 0 0
aguA_2 0 1 0 0 0 0 0 0 0 0 0 0 0
aguA_3 0 1 0 0 0 0 0 0 0 0 0 0 0
dmlR_1 0 1 0 0 0 0 0 0 0 0 0 0 0
rosB 0 1 0 0 1 1 0 0 0 0 0 0 0
dmlR_2 0 1 0 0 0 0 0 0 0 0 0 0 0
bla 0 1 1 0 1 1 1 1 0 0 1 0 0
ribZ_1 0 1 0 0 0 0 0 0 0 0 0 0 0
ribZ_2 0 1 0 0 0 0 0 0 0 0 0 0 0
ydhC 0 1 0 0 0 0 0 0 0 0 0 0 0
dntB 0 1 0 0 0 0 0 0 0 0 0 0 0
ada 0 1 0 0 0 0 0 0 0 0 0 0 0
sbmC 0 1 0 0 0 0 0 0 0 0 0 0 0
yheS_2 0 1 0 0 0 0 0 0 0 0 0 0 0
quiP 0 1 0 0 0 0 0 0 0 0 0 0 0
dprE1 0 1 0 0 1 1 0 0 0 0 0 0 0
mdtK 0 1 0 0 1 1 0 0 0 0 0 0 0
caiE 0 1 0 0 0 0 0 0 0 0 0 0 0
comEC 0 1 0 1 1 1 1 1 0 0 0 0 0
proX 0 1 0 0 1 1 1 1 0 0 1 0 0
bolA 0 1 0 1 0 0 0 0 0 0 0 0 0
mdtC 0 1 0 1 1 1 0 0 0 0 0 0 0
mdtA_4 0 1 0 1 1 1 0 0 0 0 0 0 0
slyA 0 1 0 1 1 1 0 0 0 0 0 0 0
dltA 0 1 0 0 0 0 0 0 0 0 0 0 0
csy3_1 0 1 0 0 0 0 0 0 0 0 0 0 0
cas6f_1 0 1 0 0 0 0 0 0 0 0 0 0 0
kup 0 1 0 1 0 0 0 0 0 0 0 0 0
mdtA_5 0 1 0 0 0 0 0 0 0 0 0 0 0
budA 0 1 0 0 0 0 0 0 0 0 0 0 0
trpD 0 1 1 1 0 0 0 0 0 0 0 0 0
tetA_2 0 1 0 0 0 0 0 0 0 0 0 0 0
stp_2 0 1 0 1 1 1 0 0 0 0 0 0 0
stp_3 0 1 0 0 0 0 0 0 0 0 0 0 0
dnaJ_1 0 1 0 0 0 0 0 0 0 0 0 0 0
IMPDH 0 1 0 0 0 0 0 0 0 0 0 0 0
guaD 0 1 1 1 0 0 0 1 0 0 1 0 0
rseP_1 0 1 0 0 1 1 0 0 0 0 0 0 0
rseP_2 0 1 0 0 1 1 0 0 0 0 0 0 0
lgrD 0 1 0 0 0 0 0 0 0 0 0 0 0
yagA 0 1 0 1 1 1 0 0 0 0 0 0 0
tupC 0 1 0 0 0 0 0 0 0 0 0 0 0
doeB 0 1 0 1 1 1 0 0 0 0 0 0 0
tadA_2 0 1 1 1 0 0 0 1 0 0 1 0 0
rayT_2 0 1 0 1 1 1 0 0 0 0 0 0 0
arcB_2 0 1 0 0 1 1 0 0 0 0 0 0 0
rpfC 0 1 0 0 0 0 0 0 0 0 0 0 0
arcB_3 0 1 0 0 1 1 0 0 0 0 0 0 0
mdtL_2 0 1 1 0 0 0 0 0 0 0 0 0 0
murI 0 1 0 1 1 1 0 0 0 0 0 0 0
higA 0 1 0 0 0 0 0 0 0 0 0 0 0
pksG 0 1 0 0 0 0 0 0 0 0 0 0 0
pksF 0 1 0 0 0 0 0 0 0 0 0 0 0
pksL 0 1 0 0 0 0 0 0 0 0 0 0 0
acpP_4 0 1 0 0 0 0 0 0 0 0 0 0 0
tycC_2 0 1 0 0 1 1 0 0 0 0 0 0 0
csy3_2 0 1 0 0 0 0 0 0 0 0 0 0 0
cas6f_2 0 1 0 0 0 0 0 0 0 0 0 0 0
ybhF 0 1 1 1 1 1 1 1 0 0 1 0 0
emrD 0 1 0 0 0 0 0 0 0 0 0 0 0
apxIB 0 1 0 1 1 1 0 0 0 0 0 0 0
dnaJ_2 0 1 0 0 0 0 0 0 0 0 0 0 0
golD 0 1 0 0 0 0 0 0 0 0 0 0 0
xerC_3 0 1 0 0 1 1 0 0 0 0 0 0 0
recD2 0 1 0 0 1 1 0 0 0 0 0 0 0
cph2_1 0 0 1 0 0 0 0 0 0 0 0 0 0
cph2_2 0 0 1 0 0 0 0 0 0 0 0 0 0
tdh_1 0 0 1 0 0 0 1 1 0 0 1 0 0
csy2 0 0 1 1 1 1 0 1 0 0 1 0 0
tycC 0 0 1 0 0 0 1 1 0 0 1 0 0
mltD 0 0 1 0 0 0 0 1 0 0 1 0 0
xylB_1 0 0 1 1 0 0 1 1 0 0 1 0 0
xylB_2 0 0 1 1 0 0 1 1 0 0 1 0 0
smc 0 0 1 1 0 0 1 1 1 1 1 1 1
poxB_1 0 0 1 1 1 1 0 1 0 0 1 0 0
poxB_2 0 0 1 1 1 1 0 1 0 0 1 0 0
mdtC_3 0 0 1 0 0 0 0 1 0 0 1 0 0
novH 0 0 1 0 0 0 1 1 0 0 1 0 0
tdh_2 0 0 1 0 0 0 1 1 0 0 1 0 0
pheA 0 0 1 0 0 0 0 1 0 0 1 0 0
csy1 0 0 1 0 1 1 0 0 0 0 0 0 0
bauC_1 0 0 1 1 0 0 0 0 0 0 0 0 0
bauC_2 0 0 1 1 0 0 0 0 0 0 0 0 0
mltA 0 0 1 0 0 0 0 0 0 0 0 0 0
trpE 0 0 1 1 1 1 0 1 0 0 1 0 0
trpD2 0 0 1 0 0 0 1 1 0 0 1 0 0
phrA_1 0 0 1 0 0 0 1 1 0 0 1 0 0
phrA_2 0 0 1 0 0 0 1 1 0 0 1 0 0
bcr 0 0 1 0 0 0 1 1 0 0 1 0 0
gabD1 0 0 1 0 1 1 0 0 0 0 0 0 0
treA_1 0 0 1 0 0 0 1 1 0 0 1 0 0
treA_2 0 0 1 0 0 0 1 1 0 0 1 0 0
pabB 0 0 1 1 1 1 0 1 0 0 1 0 0
btuD_4 0 0 1 0 1 1 0 0 0 0 0 0 0
rmlA 0 0 1 0 0 0 1 1 0 0 1 0 0
yejF 0 0 1 0 0 0 1 1 0 0 1 0 0
hbpA 0 0 1 0 0 0 0 0 0 0 0 0 0
sctC 0 0 1 1 1 1 0 0 0 0 0 0 0
parB 0 0 0 1 0 0 1 0 0 0 1 0 0
xerC 0 0 0 1 0 0 0 0 0 0 0 0 0
sspB 0 0 0 1 0 0 0 0 0 0 0 0 0
sspA_1 0 0 0 1 0 0 0 0 0 0 0 0 0
hldD 0 0 0 1 1 1 0 0 0 0 0 0 0
oppD_1 0 0 0 1 0 0 0 0 0 0 0 0 0
oppD_2 0 0 0 1 0 0 0 0 0 0 0 0 0
dacB_1 0 0 0 1 0 0 0 0 0 0 0 0 0
dacB_2 0 0 0 1 0 0 0 0 0 0 0 0 0
mscK 0 0 0 1 0 0 0 0 0 0 0 0 0
kduD_1 0 0 0 1 0 0 0 0 0 0 0 0 0
dltA_1 0 0 0 1 0 0 0 0 0 0 0 0 0
kduD_2 0 0 0 1 0 0 0 0 0 0 0 0 0
erg 0 0 0 1 0 0 0 0 0 0 0 0 0
trpF 0 0 0 1 0 0 0 0 0 0 0 0 0
trpGD 0 0 0 1 0 0 0 0 0 0 0 0 0
mdtB 0 0 0 1 1 1 0 0 0 0 0 0 0
csgA 0 0 0 1 0 0 0 0 0 0 0 0 0
otsB 0 0 0 1 0 0 0 0 0 0 0 0 0
nudC_1 0 0 0 1 0 0 0 0 0 0 0 0 0
nudC_2 0 0 0 1 0 0 0 0 0 0 0 0 0
iolA 0 0 0 1 0 0 0 0 0 0 0 0 0
sspA_2 0 0 0 1 0 0 0 0 0 0 0 0 0
dhbF_1 0 0 0 1 0 0 0 0 0 0 0 0 0
mdtD 0 0 0 1 1 1 0 0 0 0 0 0 0
fadD 0 0 0 1 0 0 0 0 0 0 0 0 0
luxN 0 0 0 1 0 0 1 1 0 0 1 0 0
ampC_1 0 0 0 1 0 0 0 0 0 0 0 0 0
ampC_2 0 0 0 1 0 0 0 0 0 0 0 0 0
bamA_1 0 0 0 1 0 1 0 0 0 0 0 0 0
bamA_2 0 0 0 1 0 1 0 0 0 0 0 0 0
bamA_3 0 0 0 1 0 0 0 0 0 0 0 0 0
bamA_4 0 0 0 1 0 0 0 0 0 0 0 0 0
dltA_2 0 0 0 1 0 0 0 0 0 0 0 0 0
lgrB 0 0 0 1 1 1 0 0 0 0 0 0 0
grsB_1 0 0 0 1 0 0 0 0 0 0 0 0 0
mscS 0 0 0 1 0 0 0 0 0 0 0 0 0
cydB_3 0 0 0 1 0 0 0 0 0 0 0 0 0
srfAA 0 0 0 1 0 0 0 0 0 0 0 0 0
grsB_2 0 0 0 1 0 0 0 0 0 0 0 0 0
dhbF_2 0 0 0 1 0 0 0 0 0 0 0 0 0
cas1 0 0 0 1 0 0 0 0 0 0 0 0 0
cas3_5 0 0 0 1 0 0 0 0 0 0 0 0 0
comM 0 0 0 1 1 1 0 0 0 0 0 0 0
chiA 0 0 0 1 0 0 0 0 0 0 0 0 0
fabH2 0 0 0 0 1 1 0 0 0 0 0 0 0
pgrR 0 0 0 0 1 1 0 0 0 0 0 0 0
dmlR 0 0 0 0 1 1 0 0 0 0 0 0 0
emrB 0 0 0 0 1 1 0 0 0 0 0 0 0
cydA_3 0 0 0 0 1 1 0 0 0 0 0 0 0
yihU 0 0 0 0 1 1 0 0 0 0 0 0 0
menI 0 0 0 0 1 1 0 0 0 0 0 0 0
thpR 0 0 0 0 1 1 0 0 0 0 0 0 0
aldh 0 0 0 0 1 1 0 0 0 0 0 0 0
iscR 0 0 0 0 1 1 0 0 0 0 0 0 0
dtpA_1 0 0 0 0 1 1 0 0 0 0 0 0 0
damX 0 0 0 0 1 1 0 0 0 0 0 0 0
pksJ 0 0 0 0 1 1 0 0 0 0 0 0 0
yitD_1 0 0 0 0 1 1 0 0 0 0 0 0 0
yitD_2 0 0 0 0 1 1 0 0 0 0 0 0 0
potE 0 0 0 0 1 1 0 0 0 0 0 0 0
actP 0 0 0 0 1 1 0 0 0 0 0 0 0
cpnA 0 0 0 0 1 1 0 0 0 0 0 0 0
pal_1 0 0 0 0 1 1 0 1 0 0 1 0 0
cynT 0 0 0 0 1 1 0 0 0 0 0 0 0
pal_2 0 0 0 0 1 1 0 1 0 0 1 0 0
dtpA_2 0 0 0 0 1 1 0 0 0 0 0 0 0
hlyB_1 0 0 0 0 1 1 1 1 0 0 1 0 0
hlyB_2 0 0 0 0 1 1 1 1 0 0 1 0 0
lpdA_1 0 0 0 0 0 1 0 0 0 0 0 0 0
lpdA_2 0 0 0 0 0 1 0 0 0 0 0 0 0
tufA_3 0 0 0 0 0 0 1 0 0 0 0 0 0
tufA_4 0 0 0 0 0 0 1 0 0 0 0 0 0
hemE_1 0 0 0 0 0 0 1 1 0 0 1 0 0
hemE_2 0 0 0 0 0 0 1 1 0 0 1 0 0
xylA_1 0 0 0 0 0 0 1 1 0 0 1 0 0
xylA_2 0 0 0 0 0 0 1 1 0 0 1 0 0
glpD 0 0 0 0 0 0 1 1 0 0 1 0 0
glpK_1 0 0 0 0 0 0 1 1 0 0 1 0 0
glpK_2 0 0 0 0 0 0 1 1 0 0 1 0 0
bepE_4 0 0 0 0 0 0 1 1 0 0 1 0 0
treF 0 0 0 0 0 0 1 1 0 0 1 0 0
lpxH_1 0 0 0 0 0 0 1 0 0 0 0 0 0
lpxH_2 0 0 0 0 0 0 1 0 0 0 0 0 0
dsbD_1 0 0 0 0 0 0 1 1 0 0 1 0 0
dsbD_2 0 0 0 0 0 0 1 1 0 0 1 0 0
dtpT 0 0 0 0 0 0 1 1 0 0 1 0 0
dinB_1 0 0 0 0 0 0 0 1 0 0 1 0 0
alkT_1 0 0 0 0 0 0 0 1 0 0 1 0 0
uvrA_1 0 0 0 0 0 0 0 1 0 0 1 0 0
purA_1 0 0 0 0 0 0 0 1 0 0 1 0 0
dinB_2 0 0 0 0 0 0 0 1 0 0 1 0 0
alkT_2 0 0 0 0 0 0 0 1 0 0 1 0 0
uvrA_2 0 0 0 0 0 0 0 1 0 0 1 0 0
purA_2 0 0 0 0 0 0 0 1 0 0 1 0 0
pdhB 0 0 0 0 0 0 0 0 1 1 0 1 1
katE_1 0 0 0 0 0 0 0 0 0 0 1 0 0
ctpB 0 0 0 0 0 0 0 0 0 0 1 0 0
fadE_4 0 0 0 0 0 0 0 0 0 0 1 0 0
katE_2 0 0 0 0 0 0 0 0 0 0 1 0 0
rpsJ_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsJ_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsH_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rplF_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rplR_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsE_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rplO_1 0 0 0 0 0 0 0 0 0 0 0 1 0
secY_1 0 0 0 0 0 0 0 0 0 0 0 1 0
secY_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsM_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsK_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsK_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsD_1 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsH_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rplF_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rplR_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsE_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rplO_2 0 0 0 0 0 0 0 0 0 0 0 1 0
secY_3 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsM_2 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsK_3 0 0 0 0 0 0 0 0 0 0 0 1 0
rpsD_2 0 0 0 0 0 0 0 0 0 0 0 1 0
nadA_1 0 0 0 0 0 0 0 0 0 0 0 1 0
nadA_2 0 0 0 0 0 0 0 0 0 0 0 1 0
nadA_3 0 0 0 0 0 0 0 0 0 0 0 1 0
nadA_4 0 0 0 0 0 0 0 0 0 0 0 1 0
glpE_3 0 0 0 0 0 0 0 0 0 0 0 1 0
pdxJ_1 0 0 0 0 0 0 0 0 0 0 0 1 0
pdxJ_2 0 0 0 0 0 0 0 0 0 0 0 1 0
