Homology group id,Class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8,Genome 9,Genome 10,Genome 11,Genome 12,Genome 13
208381,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208382,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208383,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208384,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208385,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208386,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208387,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208388,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208389,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208390,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208391,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208392,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208393,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208395,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208396,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208397,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208400,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208401,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208402,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208404,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208407,core,1,1,1,1,1,2,1,1,2,1,1,1,1
208409,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208412,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208413,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208414,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208415,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208416,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208417,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208419,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208420,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208421,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208422,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208423,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208424,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208425,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208426,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208427,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208428,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208429,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208430,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208431,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208432,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208433,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208434,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208438,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208439,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208440,core,1,1,1,1,1,2,1,1,1,1,1,1,1
208441,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208442,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208443,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208444,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208445,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208446,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208448,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208449,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208454,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208455,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208457,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208458,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208459,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208460,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208461,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208462,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208463,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208464,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208465,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208468,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208469,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208472,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208473,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208477,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208478,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208487,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208488,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208489,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208491,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208492,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208493,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208494,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208497,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208498,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208499,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208500,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208501,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208505,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208510,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208511,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208512,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208513,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208514,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208515,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208516,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208517,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208518,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208519,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208520,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208521,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208522,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208523,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208524,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208525,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208526,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208527,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208528,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208529,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208530,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208531,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208532,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208533,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208534,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208535,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208536,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208537,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208538,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208539,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208540,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208541,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208542,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208543,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208544,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208545,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208549,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208550,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208551,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208552,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208554,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208557,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208558,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208559,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208560,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208561,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208562,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208563,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208564,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208566,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208567,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208568,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208569,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208570,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208575,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208576,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208577,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208578,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208579,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208580,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208585,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208586,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208587,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208588,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208589,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208590,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208591,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208592,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208593,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208594,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208595,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208597,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208602,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208603,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208604,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208605,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208607,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208608,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208609,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208610,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208611,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208612,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208613,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208614,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208622,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208623,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208624,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208625,core,1,1,1,1,1,2,1,1,2,1,1,1,1
208626,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208627,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208633,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208634,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208635,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208636,core,1,1,2,1,2,1,1,2,1,1,1,1,1
208640,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208641,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208642,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208643,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208644,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208646,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208647,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208648,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208649,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208650,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208654,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208667,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208668,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208669,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208670,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208676,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208680,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208681,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208684,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208685,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208686,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208687,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208688,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208689,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208690,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208691,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208692,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208693,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208694,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208695,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208696,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208697,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208698,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208700,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208701,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208705,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208706,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208707,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208708,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208709,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208716,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208717,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208718,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208719,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208720,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208722,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208723,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208724,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208725,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208726,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208727,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208728,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208729,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208730,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208731,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208732,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208733,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208734,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208735,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208736,core,1,1,1,1,1,1,1,1,1,1,1,1,2
208737,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208743,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208753,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208754,core,1,1,1,2,1,1,1,1,1,1,1,1,1
208755,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208757,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208759,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208760,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208761,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208762,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208765,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208766,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208767,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208768,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208769,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208770,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208772,core,1,1,1,1,1,2,1,1,2,1,1,1,1
208780,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208781,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208782,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208783,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208784,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208785,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208786,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208787,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208788,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208791,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208792,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208793,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208798,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208799,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208800,core,1,1,1,2,1,1,1,1,1,2,1,1,1
208801,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208802,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208803,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208808,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208809,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208810,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208811,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208812,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208813,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208814,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208815,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208816,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208817,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208818,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208819,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208820,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208821,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208822,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208823,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208824,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208826,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208827,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208828,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208829,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208830,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208831,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208832,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208833,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208849,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208850,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208851,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208852,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208853,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208854,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208855,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208856,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208857,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208858,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208861,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208862,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208863,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208865,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208866,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208867,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208868,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208869,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208870,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208871,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208876,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208877,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208878,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208883,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208884,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208886,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208887,core,1,1,1,1,1,1,1,2,1,1,1,1,1
208893,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208894,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208895,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208896,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208898,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208899,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208905,core,1,1,1,1,1,1,1,1,1,2,1,1,1
208906,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208907,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208908,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208909,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208912,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208913,core,1,1,2,1,1,1,1,1,1,1,1,1,1
208916,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208917,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208918,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208919,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208920,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208921,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208922,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208924,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208925,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208926,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208927,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208928,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208929,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208930,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208931,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208932,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208933,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208934,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208935,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208936,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
208937,core & single copy orthologous,1,1,1,1,1,1,1,1,1,1,1,1,1
