#This file contains six matrices: shared distinct genes (1), unshared distinct genes (2), shared informative distinct genes (3), unshared informative distinct genes (4), total shared genes (5) and total unshared genes (6).

#shared distinct genes
Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,
75,2932,4747,2881,2925,4231,3008,4463,4403,4871,4200,2931,4356,2924,2925,4237,4250,4495,2940,2931,2897,2909,2904,4190,4311,4224,2877,2914,2895,4468,4444,4640,2915,4472,4798,2933,2917,4102,4432,2991,2904,2878,4451,4263,4802,4436,4208,4412,2920,4317,2924,2935,4228,4229,2939,4501,4360,4443,2976,2903,2940,2904,4160,4137,2892,4438,4316,4440,2925,4628,2921,4812,4327,4447,4360,5200,2978,4434,4255,4619,4792,2923,4503,2994,
76,3637,2987,3608,3609,3030,4215,2976,2946,2980,2997,3636,3001,3541,3613,2977,2975,2984,3608,3636,3557,3570,3663,2939,2976,2983,3561,3613,3546,2980,2988,2991,3602,2958,2963,3638,3615,2937,2967,4291,3614,3564,3007,3011,2985,2972,2987,2958,3763,2991,3734,3627,3030,3031,3601,3003,2959,2984,5614,3612,3604,3612,2945,2953,3599,2982,3009,2987,3614,3016,3763,2952,2972,2990,3006,2978,5643,2970,3044,2999,2978,3767,3006,4997,
77,2980,4456,2893,2941,4191,3020,4825,4657,4422,4177,2980,4226,2987,2941,4228,4225,4546,2955,2980,2912,2944,2952,4169,4338,4218,2906,2953,2911,4658,4927,4429,2960,4586,4417,2982,2953,4045,4707,3051,2914,2907,4553,4213,4445,4701,4216,5301,2966,4241,2971,2989,4191,4191,2953,4588,4266,4714,2970,2913,2954,2914,4050,4066,2870,4721,4244,4714,2983,4472,2969,4390,4259,4938,4231,4434,2970,5417,4223,4493,4457,2968,4596,2987,
78,2982,4267,2915,2953,4564,3031,4269,4191,4243,4703,2981,4192,2942,2953,4495,4571,4313,2963,2981,2872,2938,2919,4073,4145,4515,2906,2964,2916,4272,4247,4239,2935,4270,4212,2983,2967,4187,4201,3062,2919,2906,4262,4686,4237,4227,4521,4215,2933,4352,2935,2992,4561,4563,2962,4437,4305,4212,3047,2919,2963,2920,4190,4367,2892,4213,4321,4210,2956,4230,2933,4231,4293,4247,4196,4255,3044,4223,5527,4393,4228,2942,4442,3072,
79,2973,4626,2906,2936,4244,3046,4539,4479,4612,4197,2972,4328,2960,2936,4250,4294,4589,2969,2972,2896,2933,2921,4179,4386,4240,2893,2978,2901,4549,4525,4612,2958,4527,4586,2974,2980,4069,4484,3077,2914,2894,4528,4326,4620,4521,4213,4480,2943,4598,2958,2983,4241,4241,2966,4818,4336,4501,2997,2914,2967,2915,4074,4155,2887,4497,4555,4495,2945,4691,2944,4574,4336,4535,4332,4619,2999,4493,4393,5491,4615,2956,4825,3046,
80,2941,4931,2875,2925,4252,3008,4497,4454,4838,4226,2940,4319,2930,2925,4239,4253,4511,2947,2940,2880,2917,2898,4186,4316,4235,2880,2917,2888,4541,4475,4596,2920,4524,4742,2942,2919,4100,4457,2983,2899,2881,4485,4226,5009,4486,4223,4433,2908,4328,2922,2939,4252,4252,2945,4524,4358,4464,2976,2898,2946,2899,4110,4128,2882,4464,4334,4465,2947,4608,2910,4795,4329,4485,4320,4792,2978,4457,4228,4615,5195,2925,4528,2995,
81,4313,2925,3502,4281,2979,3756,2989,2938,2918,2928,4312,2931,4222,4284,2962,2954,2973,4357,4309,3429,4348,3788,2965,3004,2967,4245,4255,4197,2964,3002,2947,4165,2935,2913,4313,4258,2908,2958,3755,4319,4248,3040,2988,2927,2962,2954,2962,3734,2905,3714,4451,2982,2983,4360,2957,2914,2986,3768,4322,4363,4320,2915,2923,3442,2983,2894,2987,4346,2969,3736,2912,2890,3003,2929,2923,3767,2968,2942,2956,2925,5188,2956,3628,
82,2974,4532,2894,2932,4305,3018,4632,4547,4509,4241,2973,4283,2959,2932,4279,4329,4717,2951,2973,2882,2938,2927,4211,4427,4265,2887,2968,2897,4718,4612,4487,2948,4764,4489,2975,2969,4080,4614,3081,2909,2887,4613,4348,4503,4588,4282,4583,2946,4486,2950,2986,4304,4305,2948,5643,4308,4627,3006,2909,2949,2910,4083,4131,2868,4623,4448,4623,2945,4480,2951,4456,4300,4622,4282,4503,3006,4596,4442,4825,4528,2956,5662,3078,
83,3630,3005,3604,3600,3029,4240,3000,2982,2995,3009,3629,2993,3565,3602,2992,3002,3004,3622,3629,3557,3591,3683,2962,3009,3004,3589,3640,3554,2996,2999,3007,3617,2977,2983,3630,3645,2964,2967,4375,3554,3590,3016,3014,3002,3008,3001,2974,3750,3050,3726,3630,3028,3029,3616,3076,2988,2975,4994,3554,3619,3555,2973,2976,3584,2973,3056,2974,3609,3001,3752,2969,3001,3004,2994,2994,4997,2987,3072,3046,2995,3628,3078,5327,

#unshared informative distinct genes
Genomes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,
1,0,4963,3722,3170,5600,3196,5037,5137,4965,4914,14,5814,1945,3163,4981,5135,5229,1713,13,3743,1989,3102,5167,4966,4999,2805,2913,2349,4892,5419,4951,2328,4942,5020,22,2904,4992,5012,3463,2569,2796,5257,5455,4945,5118,4852,5220,3730,5380,3416,1929,5599,5594,1729,5371,5209,5300,4025,2574,1725,2572,4985,5244,3796,5267,5379,5220,1272,5122,3765,4899,5203,5435,5815,4997,4030,5118,5224,5206,4974,2223,5375,3728,
2,4963,0,4435,5401,2571,4169,1536,1650,834,1813,4965,2501,4302,5400,1912,1950,1672,4588,4964,4424,4342,4307,2260,1913,1928,5094,5172,4604,1343,2036,1134,4425,1313,1005,4959,5173,2159,1569,4454,4860,5093,1852,2452,404,1617,1853,1813,4843,2109,4481,4564,2576,2575,4594,1786,1844,1977,4864,4865,4594,4863,2178,2349,4517,1952,2104,1897,4703,1361,4876,754,1894,2052,2508,898,4861,1697,2185,1431,525,4530,1790,4509,
3,3722,4435,0,4014,5066,2772,4585,4639,4433,4382,3722,5148,3089,4011,4471,4559,4727,3339,3721,1581,3025,2404,4709,4640,4479,3599,3737,3353,4426,4893,4429,3058,4404,4486,3718,3732,4498,4540,3041,3445,3592,4815,4901,4415,4626,4380,4740,2796,4808,2486,3225,5073,5070,3343,4875,4665,4816,3431,3450,3345,3448,4469,4714,1316,4787,4795,4716,3296,4412,2835,4357,4669,4907,5143,4439,3428,4632,4698,4680,4446,3185,4875,3120,
4,3170,5401,4014,0,5978,3618,5483,5581,5407,5344,3170,6102,2753,35,5435,5559,5647,2809,3171,4117,2277,3630,5535,5512,5415,2323,3557,1511,5394,5897,5387,2934,5390,5444,3168,3560,5418,5428,4029,1885,2314,5655,5897,5375,5568,5336,5714,4160,5860,3886,2627,5977,5974,2817,5861,5627,5754,4485,1888,2815,1892,5361,5640,4166,5727,5865,5674,2840,5534,4205,5315,5621,5911,6109,5417,4492,5602,5688,5686,5412,2693,5865,4194,
5,5600,2571,5066,5978,0,4874,2707,2917,2609,2004,5602,3396,5019,5979,2033,2179,2553,5263,5603,5143,5025,4948,2991,2904,1961,5685,5813,5251,2634,3269,2685,5020,2548,2704,5598,5812,2706,2798,5073,5473,5682,2815,1769,2589,2884,2002,3060,5482,3218,5142,5135,41,38,5269,2963,2993,3160,5493,5478,5271,5478,2751,2914,5188,3135,3185,3080,5316,2842,5517,2557,2977,3279,3401,2647,5492,2944,2308,2912,2600,5139,2961,5178,
6,3196,4169,2772,3618,4874,0,4317,4379,4199,4100,3198,5048,2715,3609,4201,4347,4493,2739,3197,2969,2561,2336,4497,4364,4199,3345,3377,2841,4168,4753,4151,2528,4212,4234,3194,3376,4286,4314,1257,3089,3342,4553,4721,4157,4362,4100,4502,2834,4640,2504,2753,4877,4874,2749,4637,4441,4718,2217,3094,2753,3094,4229,4486,2972,4701,4653,4644,2912,4386,2883,4127,4445,4773,5049,4197,2226,4390,4478,4412,4192,2689,4639,1860,
7,5037,1536,4585,5483,2707,4317,0,1506,1616,2101,5039,2845,4344,5482,2068,2096,1700,4668,5038,4540,4372,4371,2432,2011,2056,5180,5232,4676,1285,1422,1626,4501,1387,1697,5033,5229,2371,1139,4528,4938,5179,1718,2534,1550,1453,2003,1241,4857,2403,4553,4606,2708,2707,4674,1756,2180,1547,5048,4943,4676,4941,2394,2545,4695,1520,2420,1467,4771,1819,4888,1576,2168,1426,2844,1632,5049,1125,2347,1771,1559,4568,1756,4685,
8,5137,1650,4639,5581,2917,4379,1506,0,1724,2163,5139,2961,4436,5580,2138,2228,1782,4770,5138,4648,4534,4461,2580,2119,2176,5228,5346,4758,1197,1846,1726,4587,1507,1773,5133,5343,2417,1457,4576,5028,5227,1906,2692,1638,109,2055,1573,4949,2517,4613,4702,2914,2911,4776,1930,2332,1851,5110,5035,4778,5033,2514,2683,4763,1834,2536,1783,4879,1891,4986,1684,2348,1852,2972,1750,5107,1459,2501,1889,1643,4668,1924,4719,
9,4965,834,4433,5407,2609,4199,1616,1724,0,1893,4967,2535,4336,5406,1952,2014,1736,4600,4966,4418,4364,4293,2282,1971,1966,5086,5144,4596,1441,2130,1118,4425,1347,743,4961,5139,2199,1617,4468,4832,5085,1890,2458,642,1693,1931,1805,4825,2129,4473,4570,2610,2609,4604,1834,1882,2025,4878,4837,4606,4835,2158,2385,4501,2002,2136,1943,4721,1305,4856,634,1898,2130,2542,650,4875,1765,2233,1459,711,4544,1836,4529,
10,4914,1813,4382,5344,2004,4100,2101,2163,1893,0,4916,2870,4305,5343,1271,1495,2189,4541,4915,4423,4283,4246,2551,2394,1271,4987,5145,4533,1872,2549,1969,4374,1852,1986,4910,5142,2080,2116,4375,4795,4986,2381,1865,1841,2126,1136,2266,4810,2492,4442,4465,2015,2014,4545,2305,2297,2528,4771,4798,4547,4796,2059,2302,4472,2499,2531,2448,4648,2168,4841,1809,2275,2563,2871,1923,4772,2186,1244,2220,1866,4455,2303,4432,
11,14,4965,3722,3170,5602,3198,5039,5139,4967,4916,0,5816,1945,3163,4983,5137,5231,1717,13,3745,1987,3104,5169,4968,5001,2803,2911,2349,4894,5421,4953,2326,4944,5022,28,2902,4994,5014,3467,2569,2794,5259,5457,4947,5120,4854,5220,3730,5382,3416,1927,5601,5596,1729,5373,5211,5302,4027,2574,1725,2572,4987,5246,3798,5269,5379,5222,1272,5122,3765,4901,5205,5437,5817,4999,4032,5118,5226,5208,4976,2225,5377,3730,
12,5814,2501,5148,6102,3396,5048,2845,2961,2535,2870,5816,0,5161,6103,3013,2955,2643,5431,5815,5215,5201,5130,2855,2994,3021,5873,5975,5411,2678,3273,2589,5228,2644,2606,5810,5974,3112,2850,5277,5653,5872,2903,3139,2523,2914,3002,3054,5610,2010,5272,5303,3397,3394,5437,3073,2323,3204,5619,5658,5439,5658,2967,3276,5268,3175,2069,3118,5506,2712,5643,2439,2195,3295,65,2465,5618,2942,3120,2812,2534,5303,3073,5318,
13,1945,4302,3089,2753,5019,2715,4344,4436,4336,4305,1945,5161,0,2748,4334,4484,4608,1650,1946,3040,1486,2467,4512,4367,4342,2362,2440,1982,4257,4772,4284,1781,4297,4369,1945,2443,4357,4297,2976,2154,2351,4594,4846,4282,4411,4269,4553,3151,4747,2791,1526,5016,5013,1658,4734,4556,4683,3556,2165,1658,2161,4344,4571,3247,4658,4746,4603,1707,4487,3192,4242,4560,4788,5164,4350,3559,4441,4641,4569,4333,1742,4742,3195,
14,3163,5400,4011,35,5979,3609,5482,5580,5406,5343,3163,6103,2748,0,5434,5558,5646,2812,3164,4120,2272,3629,5536,5511,5414,2302,3552,1492,5393,5894,5386,2929,5389,5443,3161,3553,5413,5427,4022,1874,2293,5654,5894,5374,5567,5335,5713,4165,5859,3889,2626,5976,5973,2820,5860,5626,5751,4476,1879,2818,1883,5360,5635,4163,5724,5864,5673,2835,5535,4212,5314,5620,5910,6106,5416,4483,5601,5687,5685,5411,2686,5864,4189,
15,4981,1912,4471,5435,2033,4201,2068,2138,1952,1271,4983,3013,4334,5434,0,1512,2094,4594,4982,4514,4362,4283,2636,2281,452,5094,5174,4610,1859,2518,1970,4373,1867,2063,4977,5171,2219,2069,4408,4868,5093,2356,1756,1922,2099,1161,2271,4815,2623,4477,4534,2034,2033,4598,2326,2398,2473,4904,4869,4600,4867,2244,2399,4567,2448,2616,2395,4735,2161,4854,1898,2402,2534,3010,1946,4909,2181,1757,2211,1937,4484,2324,4563,
16,5135,1950,4559,5559,2179,4347,2096,2228,2014,1495,5137,2955,4484,5558,1512,0,2166,4772,5136,4588,4526,4445,2686,2465,1456,5248,5328,4760,1943,2616,2048,4547,1817,2101,5131,5325,2259,2185,4544,5016,5247,2418,1698,2012,2197,1335,2393,4971,2483,4615,4650,2188,2183,4778,2328,2258,2589,5018,5019,4780,5017,2268,2315,4647,2562,2486,2511,4871,2193,5000,1982,2264,2632,2958,2026,5019,2293,1711,2229,2015,4606,2330,4649,
17,5229,1672,4727,5647,2553,4493,1700,1782,1736,2189,5231,2643,4608,5646,2094,2166,0,4886,5230,4764,4658,4565,2294,1979,2188,5384,5448,4910,1395,2194,1720,4665,1407,1791,5225,5451,2507,1745,4646,5132,5383,1512,2310,1702,1725,2093,1969,5071,2447,4735,4754,2562,2557,4892,1752,2226,2103,5192,5137,4894,5137,2488,2705,4831,2090,2464,2039,4981,1903,5100,1698,2252,2192,2656,1732,5197,1847,2423,1835,1695,4764,1750,4841,
18,1713,4588,3339,2809,5263,2739,4668,4770,4600,4541,1717,5431,1650,2812,4594,4772,4886,0,1718,3442,1596,2745,4782,4657,4596,2494,2664,2028,4577,5176,4580,1991,4591,4667,1719,2659,4621,4657,3084,2244,2489,4888,5104,4568,4747,4487,4911,3379,5029,3073,1530,5260,5257,48,5052,4844,5059,3718,2249,50,2245,4594,4825,3519,5036,5054,4981,1485,4809,3412,4520,4852,5192,5436,4618,3725,4805,4899,4851,4599,1772,5058,3381,
19,13,4964,3721,3171,5603,3197,5038,5138,4966,4915,13,5815,1946,3164,4982,5136,5230,1718,0,3742,1986,3103,5170,4969,5000,2802,2912,2346,4893,5420,4952,2333,4943,5021,23,2903,4995,5015,3464,2572,2797,5260,5456,4946,5119,4853,5219,3729,5381,3415,1930,5602,5597,1734,5372,5210,5303,4026,2577,1730,2575,4988,5247,3797,5270,5378,5223,1275,5121,3764,4900,5204,5436,5816,4998,4031,5117,5225,5207,4975,2230,5376,3729,
20,3743,4424,1581,4117,5143,2969,4540,4648,4418,4423,3745,5215,3040,4120,4514,4588,4764,3442,3742,0,3110,2413,4698,4665,4508,3676,3884,3418,4433,4850,4386,3203,4407,4459,3743,3881,4481,4489,3182,3568,3667,4834,4982,4404,4637,4411,4647,2757,4855,2461,3366,5148,5147,3456,4894,4662,4723,3520,3573,3460,3571,4470,4713,1431,4684,4840,4667,3343,4447,2798,4358,4686,4858,5212,4402,3525,4589,4779,4695,4431,3326,4894,3209,
21,1989,4342,3025,2277,5025,2561,4372,4534,4364,4283,1987,5201,1486,2272,4362,4526,4658,1596,1986,3110,0,2479,4548,4429,4360,2062,2322,1538,4333,4918,4330,1831,4331,4409,1985,2319,4381,4357,2926,1786,2065,4664,4878,4322,4515,4285,4637,3127,4813,2819,1376,5024,5021,1598,4782,4592,4761,3498,1789,1598,1785,4346,4599,3211,4734,4822,4679,1729,4545,3168,4278,4604,4934,5206,4382,3503,4529,4651,4625,4361,1492,4786,3145,
22,3102,4307,2404,3630,4948,2336,4371,4461,4293,4246,3104,5130,2467,3629,4283,4445,4565,2745,3103,2413,2479,0,4567,4434,4307,3199,3105,2891,4264,4827,4269,2356,4252,4334,3092,3098,4334,4312,2451,3041,3198,4651,4783,4275,4446,4226,4480,1950,4748,1642,2631,4957,4954,2749,4715,4543,4712,3215,3046,2749,3044,4327,4576,2590,4691,4751,4628,2810,4468,2017,4241,4555,4841,5127,4297,3222,4418,4594,4554,4304,2517,4713,2866,
23,5167,2260,4709,5535,2991,4497,2432,2580,2282,2551,5169,2855,4512,5536,2636,2686,2294,4782,5170,4698,4548,4567,0,2053,2658,5246,5376,4792,2327,2880,2354,4635,2311,2333,5165,5377,2453,2427,4710,5004,5243,2214,2814,2254,2539,2577,2673,5049,2607,4701,4640,2994,2993,4784,2690,2392,2801,5222,5009,4788,5007,2388,2659,4795,2780,2622,2735,4897,2557,5080,2266,2422,2886,2864,2276,5221,2535,2837,2589,2279,4714,2696,4859,
24,4966,1913,4640,5512,2904,4364,2011,2119,1971,2394,4968,2994,4367,5511,2281,2465,1979,4657,4969,4665,4429,4434,2053,0,2385,5209,5255,4703,1876,2479,1985,4470,1860,2066,4964,5252,2498,1926,4545,4953,5204,1893,2717,1917,2064,2348,2230,4984,2528,4636,4509,2909,2906,4663,2215,2461,2312,5103,4964,4665,4962,2519,2724,4776,2293,2567,2246,4726,2168,5015,1937,2493,2491,2995,1987,5100,2150,2646,2128,1972,4589,2217,4718,
25,4999,1928,4479,5415,1961,4199,2056,2176,1966,1271,5001,3021,4342,5414,452,1456,2188,4596,5000,4508,4360,4307,2658,2385,0,5084,5188,4600,1897,2544,1990,4389,1889,2099,4995,5187,2197,2097,4434,4856,5085,2408,1766,1944,2133,1103,2307,4837,2637,4501,4530,1972,1971,4602,2366,2430,2509,4908,4861,4604,4859,2214,2377,4575,2480,2620,2427,4749,2203,4872,1926,2406,2566,3022,1988,4913,2217,1733,2247,1961,4490,2368,4555,
26,2805,5094,3599,2323,5685,3345,5180,5228,5086,4987,2803,5873,2362,2302,5094,5248,5384,2494,2802,3676,2062,3199,5246,5209,5084,0,3196,1702,5073,5394,5058,2587,5079,5123,2797,3197,5073,5123,3708,1660,31,5378,5570,5064,5207,4985,5365,3681,5537,3427,2274,5680,5677,2502,5536,5334,5305,4174,1669,2500,1667,5040,5277,3743,5286,5540,5211,2433,5115,3720,5006,5326,5400,5874,5100,4175,5259,5369,5359,5089,2352,5542,3803,
27,2913,5172,3737,3557,5813,3377,5232,5346,5144,5145,2911,5975,2440,3552,5174,5328,5448,2664,2912,3884,2322,3105,5376,5255,5188,3196,0,2826,5155,5724,5190,2277,5145,5153,2913,37,5223,5243,3568,2992,3191,5468,5628,5156,5323,5103,5385,3805,5547,3413,2346,5812,5809,2668,5542,5406,5625,4244,2999,2668,2995,5176,5419,3975,5598,5530,5543,2703,5273,3844,5106,5386,5738,5982,5196,4241,5335,5423,5359,5185,2502,5550,3871,
28,2349,4604,3353,1511,5251,2841,4676,4758,4596,4533,2349,5411,1982,1492,4610,4760,4910,2028,2346,3418,1538,2891,4792,4703,4600,1702,2826,0,4537,5138,4582,2219,4615,4647,2345,2831,4631,4641,3214,1202,1701,4908,5132,4576,4747,4519,4911,3477,5059,3179,1860,5254,5251,2036,5068,4848,5009,3748,1209,2032,1209,4590,4837,3469,4984,5076,4931,2087,4827,3514,4516,4844,5156,5414,4614,3755,4799,4899,4893,4623,1998,5072,3423,
29,4892,1343,4426,5394,2634,4168,1285,1197,1441,1872,4894,2678,4257,5393,1859,1943,1395,4577,4893,4433,4333,4264,2327,1876,1897,5073,5155,4537,0,1673,1493,4374,1054,1514,4890,5154,2254,1224,4375,4847,5072,1665,2403,1349,1146,1724,1416,4766,2294,4428,4505,2637,2636,4583,1437,2055,1586,4895,4852,4585,4850,2275,2466,4484,1563,2327,1510,4618,1648,4801,1397,2113,1675,2689,1475,4894,1312,2194,1604,1324,4471,1437,4546,
30,5419,2036,4893,5897,3269,4753,1422,1846,2130,2549,5421,3273,4772,5894,2518,2616,2194,5176,5420,4850,4918,4827,2880,2479,2544,5394,5724,5138,1673,0,2042,4969,1857,2187,5417,5721,2777,1577,4946,5396,5393,2250,3056,2038,1785,2443,1479,5179,2887,4903,5064,3278,3273,5182,2254,2684,1545,5484,5403,5184,5401,2834,3045,4783,1528,2890,1505,4961,2001,5212,2108,2632,68,3276,2130,5485,1381,2851,2259,2063,5002,2256,5147,
31,4951,1134,4429,5387,2685,4151,1626,1726,1118,1969,4953,2589,4284,5386,1970,2048,1720,4580,4952,4386,4330,4269,2354,1985,1990,5058,5190,4582,1493,2042,0,4399,1417,1213,4945,5187,2275,1561,4410,4840,5055,1952,2450,1146,1681,1977,1875,4797,2187,4453,4542,2690,2689,4586,1882,1812,1963,4858,4847,4588,4847,2272,2431,4505,1944,2142,1883,4695,1421,4832,1096,1812,2046,2586,1120,4861,1759,2249,1467,1203,4494,1888,4513,
32,2328,4425,3058,2934,5020,2528,4501,4587,4425,4374,2326,5228,1781,2929,4373,4547,4665,1991,2333,3203,1831,2356,4635,4470,4389,2587,2277,2219,4374,4969,4399,0,4370,4436,2330,2266,4424,4462,2763,2411,2584,4707,4877,4401,4566,4304,4652,3070,4780,2718,1823,5021,5020,2005,4837,4629,4876,3515,2418,2003,2416,4417,4652,3252,4853,4757,4796,2118,4604,3083,4361,4623,4981,5233,4447,3516,4574,4734,4652,4432,1935,4843,3170,
33,4942,1313,4404,5390,2548,4212,1387,1507,1347,1852,4944,2644,4297,5389,1867,1817,1407,4591,4943,4407,4331,4252,2311,1860,1889,5079,5145,4615,1054,1857,1417,4370,0,1472,4938,5142,2250,1298,4383,4863,5078,1719,2345,1339,1462,1796,1584,4784,2224,4446,4475,2551,2550,4597,1297,1991,1708,4897,4868,4601,4866,2215,2444,4494,1685,2231,1632,4682,1612,4821,1329,2003,1863,2653,1427,4898,1416,2158,1608,1318,4489,1305,4544,
34,5020,1005,4486,5444,2704,4234,1697,1773,743,1986,5022,2606,4369,5443,2063,2101,1791,4667,5021,4459,4409,4334,2333,2066,2099,5123,5153,4647,1514,2187,1213,4436,1472,0,5016,5150,2228,1684,4511,4879,5120,1997,2529,891,1748,2018,1826,4874,2186,4520,4619,2701,2700,4671,1905,1937,2090,4941,4888,4673,4886,2223,2480,4556,2069,2187,2008,4758,1380,4911,819,1937,2191,2607,825,4938,1804,2324,1540,932,4583,1905,4582,
35,22,4959,3718,3168,5598,3194,5033,5133,4961,4910,28,5810,1945,3161,4977,5131,5225,1719,23,3743,1985,3092,5165,4964,4995,2797,2913,2345,4890,5417,4945,2330,4938,5016,0,2904,4990,5010,3455,2569,2792,5255,5451,4941,5114,4848,5214,3720,5376,3406,1925,5597,5592,1727,5367,5209,5300,4021,2574,1723,2572,4983,5242,3794,5267,5375,5220,1272,5116,3755,4895,5199,5433,5815,4993,4026,5112,5220,5202,4970,2221,5371,3726,
36,2904,5173,3732,3560,5812,3376,5229,5343,5139,5142,2902,5974,2443,3553,5171,5325,5451,2659,2903,3881,2319,3098,5377,5252,5187,3197,37,2831,5154,5721,5187,2266,5142,5150,2904,0,5224,5240,3567,2989,3192,5467,5629,5151,5320,5100,5384,3802,5542,3406,2343,5811,5808,2663,5541,5403,5622,4239,2996,2661,2992,5177,5418,3966,5595,5531,5540,2702,5266,3841,5101,5383,5735,5981,5191,4238,5336,5418,5356,5182,2497,5549,3862,
37,4992,2159,4498,5418,2706,4286,2371,2417,2199,2080,4994,3112,4357,5413,2219,2259,2507,4621,4995,4481,4381,4334,2453,2498,2197,5073,5223,4631,2254,2777,2275,4424,2250,2228,4990,5224,0,2364,4521,4847,5070,2577,2653,2151,2388,2052,2608,4862,2614,4528,4601,2703,2696,4625,2687,2475,2772,4947,4854,4627,4854,847,754,4566,2749,2645,2694,4738,2478,4899,2143,2509,2783,3125,2173,4946,2504,2330,2530,2172,4549,2679,4576,
38,5012,1569,4540,5428,2798,4314,1139,1457,1617,2116,5014,2850,4297,5427,2069,2185,1745,4657,5015,4489,4357,4312,2427,1926,2097,5123,5243,4641,1224,1577,1561,4462,1298,1684,5010,5240,2364,0,4503,4891,5118,1685,2595,1583,1398,1980,1406,4830,2470,4490,4591,2799,2798,4663,1723,2201,510,4997,4898,4665,4896,2363,2584,4624,485,2447,438,4756,1838,4867,1583,2223,1593,2853,1625,4998,1292,2414,1812,1570,4561,1723,4682,
39,3463,4454,3041,4029,5073,1257,4528,4576,4468,4375,3467,5277,2976,4022,4408,4544,4646,3084,3464,3182,2926,2451,4710,4545,4434,3708,3568,3214,4375,4946,4410,2763,4383,4511,3455,3567,4521,4503,0,3512,3707,4720,4918,4436,4553,4315,4671,2967,4819,2667,2966,5076,5073,3096,4748,4722,4901,2296,3517,3094,3517,4482,4709,3241,4876,4804,4837,3221,4615,3014,4432,4706,4966,5280,4466,2309,4563,4651,4585,4477,2926,4748,1825,
40,2569,4860,3445,1885,5473,3089,4938,5028,4832,4795,2569,5653,2154,1874,4868,5016,5132,2244,2572,3568,1786,3041,5004,4953,4856,1660,2992,1202,4847,5396,4840,2411,4863,4879,2569,2989,4847,4891,3512,0,1651,5134,5340,4832,5011,4773,5169,3613,5317,3307,2066,5478,5475,2248,5308,5112,5253,3872,23,2248,29,4836,5085,3617,5226,5322,5167,2311,5037,3650,4766,5116,5412,5648,4860,3883,5057,5157,5131,4865,2018,5312,3687,
41,2796,5093,3592,2314,5682,3342,5179,5227,5085,4986,2794,5872,2351,2293,5093,5247,5383,2489,2797,3667,2065,3198,5243,5204,5085,31,3191,1701,5072,5393,5055,2584,5078,5120,2792,3192,5070,5118,3707,1651,0,5375,5569,5061,5204,4984,5362,3674,5536,3424,2269,5677,5674,2497,5535,5333,5302,4171,1664,2495,1662,5037,5270,3734,5283,5537,5208,2428,5114,3715,5003,5323,5399,5871,5097,4168,5256,5368,5356,5086,2345,5541,3800,
42,5257,1852,4815,5655,2815,4553,1718,1906,1890,2381,5259,2903,4594,5654,2356,2418,1512,4888,5260,4834,4664,4651,2214,1893,2408,5378,5468,4908,1665,2250,1952,4707,1719,1997,5255,5467,2577,1685,4720,5134,5375,0,2580,1826,1845,2293,2063,5105,2609,4757,4738,2814,2813,4892,2082,2406,2055,5276,5141,4896,5141,2540,2741,4943,2032,2658,1987,5003,2147,5132,1908,2452,2254,2900,1944,5275,1957,2649,2081,1871,4754,2082,4941,
43,5455,2452,4901,5897,1769,4721,2534,2692,2458,1865,5457,3139,4846,5894,1756,1698,2310,5104,5456,4982,4878,4783,2814,2717,1766,5570,5628,5132,2403,3056,2450,4877,2345,2529,5451,5629,2653,2595,4918,5340,5569,2580,0,2474,2649,1753,2847,5285,2903,4965,4942,1770,1767,5108,2724,2642,2955,5376,5343,5110,5343,2658,2689,5021,2932,2968,2885,5199,2569,5324,2394,2634,3072,3146,2428,5375,2745,1909,2593,2497,4966,2720,5053,
44,4945,404,4415,5375,2589,4157,1550,1638,642,1841,4947,2523,4282,5374,1922,2012,1702,4568,4946,4404,4322,4275,2254,1917,1944,5064,5156,4576,1349,2038,1146,4401,1339,891,4941,5151,2151,1583,4436,4832,5061,1826,2474,0,1601,1869,1825,4805,2109,4445,4544,2594,2595,4574,1824,1846,1991,4850,4839,4576,4837,2150,2345,4489,1968,2140,1911,4681,1343,4838,642,1886,2046,2524,768,4845,1699,2225,1423,349,4506,1828,4495,
45,5118,1617,4626,5568,2884,4362,1453,109,1693,2126,5120,2914,4411,5567,2099,2197,1725,4747,5119,4637,4515,4446,2539,2064,2133,5207,5323,4747,1146,1785,1681,4566,1462,1748,5114,5320,2388,1398,4553,5011,5204,1845,2649,1601,0,2010,1518,4936,2472,4588,4675,2877,2874,4755,1877,2287,1792,5087,5020,4757,5018,2481,2640,4752,1775,2487,1726,4864,1844,4969,1645,2301,1789,2925,1713,5084,1400,2458,1834,1608,4649,1871,4696,
