Homology group id,Class,Genome 1,Genome 2,Genome 3,Genome 4,Genome 5,Genome 6,Genome 7,Genome 8
2566655,unique,0,0,1,0,0,0,0,0
2566656,unique,0,1,0,0,0,0,0,0
2566657,unique,0,1,0,0,0,0,0,0
2566663,unique,0,1,0,0,0,0,0,0
2566665,unique,0,1,0,0,0,0,0,0
2566669,unique,0,1,0,0,0,0,0,0
2566687,unique,0,1,0,0,0,0,0,0
2566692,unique,0,1,0,0,0,0,0,0
2566703,unique,0,1,0,0,0,0,0,0
2566704,unique,0,1,0,0,0,0,0,0
2566713,unique,0,1,0,0,0,0,0,0
2566715,unique,0,1,0,0,0,0,0,0
2566727,unique,0,1,0,0,0,0,0,0
2566753,unique,0,1,0,0,0,0,0,0
2566758,unique,0,1,0,0,0,0,0,0
2566767,unique,0,1,0,0,0,0,0,0
2566774,unique,0,1,0,0,0,0,0,0
2566779,unique,0,1,0,0,0,0,0,0
2566786,unique,0,1,0,0,0,0,0,0
2566787,unique,0,1,0,0,0,0,0,0
2566788,unique,0,1,0,0,0,0,0,0
2566791,unique,0,1,0,0,0,0,0,0
2566792,unique,0,1,0,0,0,0,0,0
2566793,unique,0,1,0,0,0,0,0,0
2566798,unique,0,1,0,0,0,0,0,0
2566803,unique,0,1,0,0,0,0,0,0
2566807,unique,0,1,0,0,0,0,0,0
2566823,unique,0,1,0,0,0,0,0,0
2566828,unique,0,1,0,0,0,0,0,0
2566829,unique,0,1,0,0,0,0,0,0
2566836,unique,0,1,0,0,0,0,0,0
2566842,unique,0,1,0,0,0,0,0,0
2566843,unique,0,1,0,0,0,0,0,0
2566846,unique,0,1,0,0,0,0,0,0
2566854,unique,0,1,0,0,0,0,0,0
2566855,unique,0,1,0,0,0,0,0,0
2566869,unique,0,1,0,0,0,0,0,0
2566892,unique,0,1,0,0,0,0,0,0
2566899,unique,0,1,0,0,0,0,0,0
2566904,unique,0,1,0,0,0,0,0,0
2566914,unique,0,1,0,0,0,0,0,0
2566927,unique,0,1,0,0,0,0,0,0
2566931,unique,0,1,0,0,0,0,0,0
2566933,unique,0,1,0,0,0,0,0,0
2566949,unique,0,1,0,0,0,0,0,0
2566950,unique,0,1,0,0,0,0,0,0
2566951,unique,0,1,0,0,0,0,0,0
2566953,unique,0,1,0,0,0,0,0,0
2566955,unique,0,1,0,0,0,0,0,0
2566956,unique,0,1,0,0,0,0,0,0
2566964,unique,0,1,0,0,0,0,0,0
2566965,unique,0,1,0,0,0,0,0,0
2566967,unique,0,1,0,0,0,0,0,0
2566968,unique,0,1,0,0,0,0,0,0
2566970,unique,0,1,0,0,0,0,0,0
2566978,unique,0,1,0,0,0,0,0,0
2566981,unique,0,1,0,0,0,0,0,0
2566998,unique,0,1,0,0,0,0,0,0
2567021,unique,0,1,0,0,0,0,0,0
2567037,unique,0,1,0,0,0,0,0,0
2567039,unique,0,1,0,0,0,0,0,0
2567040,unique,0,1,0,0,0,0,0,0
2567041,unique,0,1,0,0,0,0,0,0
2567042,unique,0,1,0,0,0,0,0,0
2567044,unique,0,1,0,0,0,0,0,0
2567063,unique,0,1,0,0,0,0,0,0
2567073,unique,0,1,0,0,0,0,0,0
2567079,unique,0,1,0,0,0,0,0,0
2567082,unique,0,1,0,0,0,0,0,0
2567083,unique,0,1,0,0,0,0,0,0
2567085,unique,0,1,0,0,0,0,0,0
2567086,unique,0,1,0,0,0,0,0,0
2567087,unique,0,1,0,0,0,0,0,0
2567088,unique,0,1,0,0,0,0,0,0
2567090,unique,0,1,0,0,0,0,0,0
2567092,unique,0,1,0,0,0,0,0,0
2567094,unique,0,1,0,0,0,0,0,0
2567096,unique,0,1,0,0,0,0,0,0
2567097,unique,0,1,0,0,0,0,0,0
2567098,unique,0,1,0,0,0,0,0,0
2567099,unique,0,1,0,0,0,0,0,0
2567119,unique,0,1,0,0,0,0,0,0
2567125,unique,0,1,0,0,0,0,0,0
2567144,unique,0,1,0,0,0,0,0,0
2567145,unique,0,1,0,0,0,0,0,0
2567147,unique,0,1,0,0,0,0,0,0
2567149,unique,0,1,0,0,0,0,0,0
2567153,unique,0,1,0,0,0,0,0,0
2567154,unique,0,1,0,0,0,0,0,0
2567155,unique,0,1,0,0,0,0,0,0
2567161,unique,0,1,0,0,0,0,0,0
2567162,unique,0,1,0,0,0,0,0,0
2567163,unique,0,1,0,0,0,0,0,0
2567164,unique,0,1,0,0,0,0,0,0
2567166,unique,0,1,0,0,0,0,0,0
2567167,unique,0,1,0,0,0,0,0,0
2567168,unique,0,1,0,0,0,0,0,0
2567174,unique,0,1,0,0,0,0,0,0
2567177,unique,0,1,0,0,0,0,0,0
2567178,unique,0,1,0,0,0,0,0,0
2567179,unique,0,1,0,0,0,0,0,0
2567180,unique,0,1,0,0,0,0,0,0
2567183,unique,0,1,0,0,0,0,0,0
2567190,unique,0,1,0,0,0,0,0,0
2567204,unique,0,1,0,0,0,0,0,0
2567212,unique,0,1,0,0,0,0,0,0
2567213,unique,0,1,0,0,0,0,0,0
2567224,unique,0,1,0,0,0,0,0,0
2567225,unique,0,1,0,0,0,0,0,0
2567226,unique,0,1,0,0,0,0,0,0
2567234,unique,0,1,0,0,0,0,0,0
2567247,unique,0,1,0,0,0,0,0,0
2567276,unique,0,1,0,0,0,0,0,0
2567294,unique,0,1,0,0,0,0,0,0
2567295,unique,0,1,0,0,0,0,0,0
2567297,unique,0,1,0,0,0,0,0,0
2567298,unique,0,1,0,0,0,0,0,0
2567299,unique,0,1,0,0,0,0,0,0
2567300,unique,0,1,0,0,0,0,0,0
2567301,unique,0,1,0,0,0,0,0,0
2567303,unique,0,1,0,0,0,0,0,0
2567304,unique,0,1,0,0,0,0,0,0
2567305,unique,0,1,0,0,0,0,0,0
2567309,unique,0,1,0,0,0,0,0,0
2567315,unique,0,1,0,0,0,0,0,0
2567318,unique,0,1,0,0,0,0,0,0
2567333,unique,0,1,0,0,0,0,0,0
2567341,unique,0,1,0,0,0,0,0,0
2567346,unique,0,1,0,0,0,0,0,0
2567349,unique,0,1,0,0,0,0,0,0
2567351,unique,0,1,0,0,0,0,0,0
2567359,unique,0,1,0,0,0,0,0,0
2567360,unique,0,1,0,0,0,0,0,0
2567368,unique,0,1,0,0,0,0,0,0
2567380,unique,0,1,0,0,0,0,0,0
2567387,unique,0,1,0,0,0,0,0,0
2567388,unique,0,1,0,0,0,0,0,0
2567389,unique,0,1,0,0,0,0,0,0
2567390,unique,0,1,0,0,0,0,0,0
2567391,unique,0,1,0,0,0,0,0,0
2567392,unique,0,1,0,0,0,0,0,0
2567393,unique,0,1,0,0,0,0,0,0
2567394,unique,0,1,0,0,0,0,0,0
2567395,unique,0,1,0,0,0,0,0,0
2567396,unique,0,1,0,0,0,0,0,0
2567397,unique,0,1,0,0,0,0,0,0
2567398,unique,0,1,0,0,0,0,0,0
2567399,unique,0,1,0,0,0,0,0,0
2567400,unique,0,1,0,0,0,0,0,0
2567401,unique,0,1,0,0,0,0,0,0
2567402,unique,0,1,0,0,0,0,0,0
2567403,unique,0,1,0,0,0,0,0,0
2567404,unique,0,1,0,0,0,0,0,0
2567405,unique,0,1,0,0,0,0,0,0
2567423,unique,0,1,0,0,0,0,0,0
2567433,unique,0,1,0,0,0,0,0,0
2567442,unique,0,1,0,0,0,0,0,0
2567449,unique,0,1,0,0,0,0,0,0
2567450,unique,0,1,0,0,0,0,0,0
2567452,unique,0,1,0,0,0,0,0,0
2567453,unique,0,1,0,0,0,0,0,0
2567454,unique,0,1,0,0,0,0,0,0
2567456,unique,0,1,0,0,0,0,0,0
2567463,unique,0,1,0,0,0,0,0,0
2567464,unique,0,1,0,0,0,0,0,0
2567465,unique,0,1,0,0,0,0,0,0
2567466,unique,0,1,0,0,0,0,0,0
2567479,unique,0,1,0,0,0,0,0,0
2567495,unique,0,1,0,0,0,0,0,0
2567496,unique,0,1,0,0,0,0,0,0
2567498,unique,0,1,0,0,0,0,0,0
2567501,unique,0,1,0,0,0,0,0,0
2567502,unique,0,1,0,0,0,0,0,0
2567516,unique,0,1,0,0,0,0,0,0
2567523,unique,0,1,0,0,0,0,0,0
2567524,unique,0,1,0,0,0,0,0,0
2567548,unique,0,1,0,0,0,0,0,0
2567554,unique,0,1,0,0,0,0,0,0
2567559,unique,0,1,0,0,0,0,0,0
2567566,unique,0,1,0,0,0,0,0,0
2567580,unique,0,1,0,0,0,0,0,0
2567588,unique,0,1,0,0,0,0,0,0
2567595,unique,0,1,0,0,0,0,0,0
2567604,unique,0,1,0,0,0,0,0,0
2567605,unique,0,1,0,0,0,0,0,0
2567606,unique,0,1,0,0,0,0,0,0
2567607,unique,0,1,0,0,0,0,0,0
2567608,unique,0,1,0,0,0,0,0,0
2567611,unique,0,1,0,0,0,0,0,0
2567613,unique,0,1,0,0,0,0,0,0
2567648,unique,0,1,0,0,0,0,0,0
2567649,unique,0,1,0,0,0,0,0,0
2567650,unique,0,1,0,0,0,0,0,0
2567651,unique,0,1,0,0,0,0,0,0
2567659,unique,0,1,0,0,0,0,0,0
2567660,unique,0,1,0,0,0,0,0,0
2567661,unique,0,1,0,0,0,0,0,0
2567662,unique,0,1,0,0,0,0,0,0
2567663,unique,0,1,0,0,0,0,0,0
2567664,unique,0,1,0,0,0,0,0,0
2567665,unique,0,1,0,0,0,0,0,0
2567666,unique,0,1,0,0,0,0,0,0
2567667,unique,0,1,0,0,0,0,0,0
2567668,unique,0,1,0,0,0,0,0,0
2567669,unique,0,1,0,0,0,0,0,0
2567676,unique,0,1,0,0,0,0,0,0
2567711,unique,0,1,0,0,0,0,0,0
2567732,unique,0,1,0,0,0,0,0,0
2567736,unique,0,1,0,0,0,0,0,0
2567738,unique,0,1,0,0,0,0,0,0
2567743,unique,0,1,0,0,0,0,0,0
2567749,unique,0,1,0,0,0,0,0,0
2567750,unique,0,1,0,0,0,0,0,0
2567760,unique,0,1,0,0,0,0,0,0
2567762,unique,0,1,0,0,0,0,0,0
2567764,unique,0,1,0,0,0,0,0,0
2567783,unique,0,1,0,0,0,0,0,0
2567788,unique,0,0,0,0,1,0,0,0
2567789,unique,0,1,0,0,0,0,0,0
2567793,unique,0,1,0,0,0,0,0,0
2567821,unique,0,1,0,0,0,0,0,0
2567826,unique,0,1,0,0,0,0,0,0
2567827,unique,0,1,0,0,0,0,0,0
2567833,unique,0,1,0,0,0,0,0,0
2567838,unique,0,1,0,0,0,0,0,0
2567839,unique,0,1,0,0,0,0,0,0
2567840,unique,0,1,0,0,0,0,0,0
2567841,unique,0,1,0,0,0,0,0,0
2567842,unique,0,1,0,0,0,0,0,0
2567843,unique,0,1,0,0,0,0,0,0
2567844,unique,0,1,0,0,0,0,0,0
2567845,unique,0,1,0,0,0,0,0,0
2567846,unique,0,1,0,0,0,0,0,0
2567847,unique,0,1,0,0,0,0,0,0
2567848,unique,0,1,0,0,0,0,0,0
2567849,unique,0,1,0,0,0,0,0,0
2567850,unique,0,1,0,0,0,0,0,0
2567851,unique,0,1,0,0,0,0,0,0
2567852,unique,0,1,0,0,0,0,0,0
2567853,unique,0,1,0,0,0,0,0,0
2567854,unique,0,1,0,0,0,0,0,0
2567855,unique,0,1,0,0,0,0,0,0
2567856,unique,0,1,0,0,0,0,0,0
2567857,unique,0,1,0,0,0,0,0,0
2567858,unique,0,1,0,0,0,0,0,0
2567859,unique,0,1,0,0,0,0,0,0
2567860,unique,0,1,0,0,0,0,0,0
2567861,unique,0,1,0,0,0,0,0,0
2567862,unique,0,1,0,0,0,0,0,0
2567863,unique,0,1,0,0,0,0,0,0
2567864,unique,0,1,0,0,0,0,0,0
2567865,unique,0,1,0,0,0,0,0,0
2567866,unique,0,1,0,0,0,0,0,0
2567867,unique,0,1,0,0,0,0,0,0
2567868,unique,0,1,0,0,0,0,0,0
2567869,unique,0,1,0,0,0,0,0,0
2567876,unique,0,1,0,0,0,0,0,0
2567878,unique,0,1,0,0,0,0,0,0
2567886,unique,0,1,0,0,0,0,0,0
2567890,unique,0,1,0,0,0,0,0,0
2567891,unique,0,1,0,0,0,0,0,0
2567892,unique,0,1,0,0,0,0,0,0
2567893,unique,0,1,0,0,0,0,0,0
2567901,unique,0,1,0,0,0,0,0,0
2567917,unique,0,1,0,0,0,0,0,0
2567918,unique,0,1,0,0,0,0,0,0
2567920,unique,0,1,0,0,0,0,0,0
2567924,unique,0,1,0,0,0,0,0,0
2567931,unique,0,1,0,0,0,0,0,0
2567932,unique,0,1,0,0,0,0,0,0
2567940,unique,0,1,0,0,0,0,0,0
2567943,unique,0,1,0,0,0,0,0,0
2567945,unique,0,1,0,0,0,0,0,0
2567947,unique,0,1,0,0,0,0,0,0
2567949,unique,0,1,0,0,0,0,0,0
2567951,unique,0,1,0,0,0,0,0,0
2567958,unique,0,1,0,0,0,0,0,0
2567959,unique,0,1,0,0,0,0,0,0
2567965,unique,0,1,0,0,0,0,0,0
2567978,unique,0,1,0,0,0,0,0,0
2567982,unique,0,1,0,0,0,0,0,0
2567983,unique,0,1,0,0,0,0,0,0
2567988,unique,0,1,0,0,0,0,0,0
2567992,unique,0,1,0,0,0,0,0,0
2567993,unique,0,1,0,0,0,0,0,0
2567994,unique,0,1,0,0,0,0,0,0
2567995,unique,0,1,0,0,0,0,0,0
2567996,unique,0,1,0,0,0,0,0,0
2568003,unique,0,1,0,0,0,0,0,0
2568007,unique,0,1,0,0,0,0,0,0
2568008,unique,0,1,0,0,0,0,0,0
2568026,unique,0,1,0,0,0,0,0,0
2568038,unique,0,1,0,0,0,0,0,0
2568039,unique,0,1,0,0,0,0,0,0
2568049,unique,0,1,0,0,0,0,0,0
2568050,unique,0,1,0,0,0,0,0,0
2568051,unique,0,1,0,0,0,0,0,0
2568056,unique,0,1,0,0,0,0,0,0
2568057,unique,0,1,0,0,0,0,0,0
2568058,unique,0,1,0,0,0,0,0,0
2568060,unique,0,1,0,0,0,0,0,0
2568064,unique,0,1,0,0,0,0,0,0
2568075,unique,0,1,0,0,0,0,0,0
2568076,unique,0,1,0,0,0,0,0,0
2568082,unique,0,1,0,0,0,0,0,0
2568083,unique,0,1,0,0,0,0,0,0
2568100,unique,0,1,0,0,0,0,0,0
2568119,unique,0,1,0,0,0,0,0,0
2568120,unique,0,1,0,0,0,0,0,0
2568128,unique,0,1,0,0,0,0,0,0
2568131,unique,0,1,0,0,0,0,0,0
2568132,unique,0,1,0,0,0,0,0,0
2568136,unique,0,1,0,0,0,0,0,0
2568137,unique,0,1,0,0,0,0,0,0
2568158,unique,0,1,0,0,0,0,0,0
2568181,unique,0,1,0,0,0,0,0,0
2568199,unique,0,1,0,0,0,0,0,0
2568206,unique,0,1,0,0,0,0,0,0
2568211,unique,0,1,0,0,0,0,0,0
2568217,unique,0,1,0,0,0,0,0,0
2568218,unique,0,1,0,0,0,0,0,0
2568226,unique,0,1,0,0,0,0,0,0
2568227,unique,0,1,0,0,0,0,0,0
2568228,unique,0,1,0,0,0,0,0,0
2568229,unique,0,1,0,0,0,0,0,0
2568230,unique,0,1,0,0,0,0,0,0
2568233,unique,0,1,0,0,0,0,0,0
2568234,unique,0,1,0,0,0,0,0,0
2568235,unique,0,1,0,0,0,0,0,0
2568244,unique,0,1,0,0,0,0,0,0
2568245,unique,0,1,0,0,0,0,0,0
2568246,unique,0,1,0,0,0,0,0,0
2568247,unique,0,1,0,0,0,0,0,0
2568248,unique,0,1,0,0,0,0,0,0
2568249,unique,0,1,0,0,0,0,0,0
2568250,unique,0,1,0,0,0,0,0,0
2568251,unique,0,1,0,0,0,0,0,0
2568252,unique,0,1,0,0,0,0,0,0
2568253,unique,0,1,0,0,0,0,0,0
2568254,unique,0,1,0,0,0,0,0,0
2568255,unique,0,1,0,0,0,0,0,0
2568256,unique,0,1,0,0,0,0,0,0
2568257,unique,0,1,0,0,0,0,0,0
2568258,unique,0,1,0,0,0,0,0,0
2568259,unique,0,1,0,0,0,0,0,0
2568260,unique,0,1,0,0,0,0,0,0
2568261,unique,0,1,0,0,0,0,0,0
2568262,unique,0,1,0,0,0,0,0,0
2568263,unique,0,1,0,0,0,0,0,0
2568264,unique,0,1,0,0,0,0,0,0
2568265,unique,0,1,0,0,0,0,0,0
2568266,unique,0,1,0,0,0,0,0,0
2568267,unique,0,1,0,0,0,0,0,0
2568268,unique,0,1,0,0,0,0,0,0
2568269,unique,0,1,0,0,0,0,0,0
2568270,unique,0,1,0,0,0,0,0,0
2568271,unique,0,1,0,0,0,0,0,0
2568272,unique,0,1,0,0,0,0,0,0
2568273,unique,0,1,0,0,0,0,0,0
2568274,unique,0,1,0,0,0,0,0,0
2568282,unique,0,1,0,0,0,0,0,0
2568283,unique,0,1,0,0,0,0,0,0
2568284,unique,0,1,0,0,0,0,0,0
2568286,unique,0,1,0,0,0,0,0,0
2568287,unique,0,1,0,0,0,0,0,0
2568288,unique,0,1,0,0,0,0,0,0
2568298,unique,0,1,0,0,0,0,0,0
2568305,unique,0,1,0,0,0,0,0,0
2568320,unique,0,1,0,0,0,0,0,0
2568328,unique,0,1,0,0,0,0,0,0
2568329,unique,0,1,0,0,0,0,0,0
2568347,unique,0,1,0,0,0,0,0,0
2568352,unique,0,1,0,0,0,0,0,0
2568354,unique,0,1,0,0,0,0,0,0
2568367,unique,0,1,0,0,0,0,0,0
2568368,unique,0,1,0,0,0,0,0,0
2568369,unique,0,1,0,0,0,0,0,0
2568370,unique,0,1,0,0,0,0,0,0
2568371,unique,0,1,0,0,0,0,0,0
2568377,unique,0,1,0,0,0,0,0,0
2568383,unique,0,1,0,0,0,0,0,0
2568384,unique,0,1,0,0,0,0,0,0
2568388,unique,0,1,0,0,0,0,0,0
2568405,unique,0,1,0,0,0,0,0,0
2568410,unique,0,1,0,0,0,0,0,0
2568419,unique,0,1,0,0,0,0,0,0
2568438,unique,0,1,0,0,0,0,0,0
2568439,unique,0,1,0,0,0,0,0,0
2568442,unique,0,1,0,0,0,0,0,0
2568456,unique,0,1,0,0,0,0,0,0
2568457,unique,0,1,0,0,0,0,0,0
2568458,unique,0,1,0,0,0,0,0,0
2568459,unique,0,1,0,0,0,0,0,0
2568478,unique,0,1,0,0,0,0,0,0
2568479,unique,0,1,0,0,0,0,0,0
2568481,unique,0,1,0,0,0,0,0,0
2568490,unique,0,1,0,0,0,0,0,0
2568501,unique,0,1,0,0,0,0,0,0
2568502,unique,0,1,0,0,0,0,0,0
2568503,unique,0,1,0,0,0,0,0,0
2568504,unique,0,1,0,0,0,0,0,0
2568505,unique,0,1,0,0,0,0,0,0
2568513,unique,0,1,0,0,0,0,0,0
2568515,unique,0,1,0,0,0,0,0,0
2568536,unique,0,1,0,0,0,0,0,0
2568544,unique,0,1,0,0,0,0,0,0
2568546,unique,0,1,0,0,0,0,0,0
2568547,unique,0,1,0,0,0,0,0,0
2568548,unique,0,1,0,0,0,0,0,0
2568563,unique,0,1,0,0,0,0,0,0
2568570,unique,0,1,0,0,0,0,0,0
2568583,unique,0,1,0,0,0,0,0,0
2568588,unique,0,1,0,0,0,0,0,0
2568591,unique,0,1,0,0,0,0,0,0
2568599,unique,0,1,0,0,0,0,0,0
2568607,unique,0,1,0,0,0,0,0,0
2568609,unique,0,1,0,0,0,0,0,0
2568615,unique,0,1,0,0,0,0,0,0
2568616,unique,0,1,0,0,0,0,0,0
2568632,unique,0,1,0,0,0,0,0,0
2568633,unique,0,1,0,0,0,0,0,0
2568634,unique,0,1,0,0,0,0,0,0
2568635,unique,0,1,0,0,0,0,0,0
2568636,unique,0,1,0,0,0,0,0,0
2568637,unique,0,1,0,0,0,0,0,0
2568638,unique,0,1,0,0,0,0,0,0
2568639,unique,0,1,0,0,0,0,0,0
2568640,unique,0,1,0,0,0,0,0,0
2568641,unique,0,1,0,0,0,0,0,0
2568642,unique,0,1,0,0,0,0,0,0
2568643,unique,0,1,0,0,0,0,0,0
2568644,unique,0,1,0,0,0,0,0,0
2568645,unique,0,1,0,0,0,0,0,0
2568646,unique,0,1,0,0,0,0,0,0
2568647,unique,0,1,0,0,0,0,0,0
2568648,unique,0,1,0,0,0,0,0,0
2568649,unique,0,1,0,0,0,0,0,0
2568650,unique,0,1,0,0,0,0,0,0
2568651,unique,0,1,0,0,0,0,0,0
2568652,unique,0,1,0,0,0,0,0,0
2568653,unique,0,1,0,0,0,0,0,0
2568654,unique,0,1,0,0,0,0,0,0
2568655,unique,0,1,0,0,0,0,0,0
2568656,unique,0,1,0,0,0,0,0,0
2568657,unique,0,1,0,0,0,0,0,0
2568658,unique,0,1,0,0,0,0,0,0
2568659,unique,0,1,0,0,0,0,0,0
2568660,unique,0,1,0,0,0,0,0,0
2568661,unique,0,1,0,0,0,0,0,0
2568662,unique,0,1,0,0,0,0,0,0
2568663,unique,0,1,0,0,0,0,0,0
2568664,unique,0,1,0,0,0,0,0,0
2568665,unique,0,1,0,0,0,0,0,0
2568666,unique,0,1,0,0,0,0,0,0
2568667,unique,0,1,0,0,0,0,0,0
2568668,unique,0,1,0,0,0,0,0,0
2568669,unique,0,1,0,0,0,0,0,0
2568670,unique,0,1,0,0,0,0,0,0
2568671,unique,0,1,0,0,0,0,0,0
2568672,unique,0,1,0,0,0,0,0,0
2568673,unique,0,1,0,0,0,0,0,0
2568674,unique,0,1,0,0,0,0,0,0
2568675,unique,0,1,0,0,0,0,0,0
2568676,unique,0,1,0,0,0,0,0,0
2568677,unique,0,1,0,0,0,0,0,0
2568678,unique,0,1,0,0,0,0,0,0
2568679,unique,0,1,0,0,0,0,0,0
2568680,unique,0,1,0,0,0,0,0,0
2568681,unique,0,1,0,0,0,0,0,0
2568682,unique,0,1,0,0,0,0,0,0
2568683,unique,0,1,0,0,0,0,0,0
2568684,unique,0,1,0,0,0,0,0,0
2568685,unique,0,1,0,0,0,0,0,0
2568686,unique,0,1,0,0,0,0,0,0
2568687,unique,0,1,0,0,0,0,0,0
2568688,unique,0,1,0,0,0,0,0,0
2568711,unique,0,1,0,0,0,0,0,0
2568716,unique,0,1,0,0,0,0,0,0
2568725,unique,0,1,0,0,0,0,0,0
2568735,unique,0,0,1,0,0,0,0,0
2568736,unique,0,0,1,0,0,0,0,0
2568739,unique,0,0,1,0,0,0,0,0
2568740,unique,0,0,1,0,0,0,0,0
2568750,unique,0,0,1,0,0,0,0,0
2568756,unique,0,0,1,0,0,0,0,0
2568778,unique,0,0,1,0,0,0,0,0
2568779,unique,0,0,1,0,0,0,0,0
2568792,unique,0,0,1,0,0,0,0,0
2568814,unique,0,0,1,0,0,0,0,0
2568844,unique,0,0,1,0,0,0,0,0
2568845,unique,0,0,1,0,0,0,0,0
2568846,unique,0,0,1,0,0,0,0,0
2568847,unique,0,0,1,0,0,0,0,0
2568848,unique,0,0,1,0,0,0,0,0
2568849,unique,0,0,1,0,0,0,0,0
2568850,unique,0,0,1,0,0,0,0,0
2568851,unique,0,0,1,0,0,0,0,0
2568852,unique,0,0,1,0,0,0,0,0
2568853,unique,0,0,1,0,0,0,0,0
2568854,unique,0,0,1,0,0,0,0,0
2568855,unique,0,0,1,0,0,0,0,0
2568856,unique,0,0,1,0,0,0,0,0
2568857,unique,0,0,1,0,0,0,0,0
2568858,unique,0,0,1,0,0,0,0,0
2568859,unique,0,0,1,0,0,0,0,0
2568860,unique,0,0,1,0,0,0,0,0
2568861,unique,0,0,1,0,0,0,0,0
2568862,unique,0,0,1,0,0,0,0,0
2568863,unique,0,0,1,0,0,0,0,0
2568864,unique,0,0,1,0,0,0,0,0
2568865,unique,0,0,1,0,0,0,0,0
2568866,unique,0,0,1,0,0,0,0,0
2568867,unique,0,0,1,0,0,0,0,0
2568868,unique,0,0,1,0,0,0,0,0
2568869,unique,0,0,1,0,0,0,0,0
2568870,unique,0,0,1,0,0,0,0,0
2568871,unique,0,0,1,0,0,0,0,0
2568872,unique,0,0,1,0,0,0,0,0
2568873,unique,0,0,1,0,0,0,0,0
2568874,unique,0,0,1,0,0,0,0,0
2568875,unique,0,0,1,0,0,0,0,0
2568876,unique,0,0,1,0,0,0,0,0
2568877,unique,0,0,1,0,0,0,0,0
2568878,unique,0,0,1,0,0,0,0,0
2568879,unique,0,0,1,0,0,0,0,0
2568880,unique,0,0,1,0,0,0,0,0
2568881,unique,0,0,1,0,0,0,0,0
2568882,unique,0,0,1,0,0,0,0,0
2568883,unique,0,0,1,0,0,0,0,0
2568884,unique,0,0,1,0,0,0,0,0
2568885,unique,0,0,1,0,0,0,0,0
2568886,unique,0,0,1,0,0,0,0,0
2568887,unique,0,0,1,0,0,0,0,0
2568888,unique,0,0,1,0,0,0,0,0
2568889,unique,0,0,1,0,0,0,0,0
2568890,unique,0,0,1,0,0,0,0,0
2568891,unique,0,0,1,0,0,0,0,0
2568892,unique,0,0,1,0,0,0,0,0
2568893,unique,0,0,1,0,0,0,0,0
2568894,unique,0,0,1,0,0,0,0,0
2568895,unique,0,0,1,0,0,0,0,0
2568896,unique,0,0,1,0,0,0,0,0
2568897,unique,0,0,1,0,0,0,0,0
2568898,unique,0,0,1,0,0,0,0,0
2568899,unique,0,0,1,0,0,0,0,0
2568900,unique,0,0,1,0,0,0,0,0
2568901,unique,0,0,1,0,0,0,0,0
2568902,unique,0,0,1,0,0,0,0,0
2568903,unique,0,0,1,0,0,0,0,0
2568904,unique,0,0,1,0,0,0,0,0
2568905,unique,0,0,1,0,0,0,0,0
2568906,unique,0,0,1,0,0,0,0,0
2568914,unique,0,0,1,0,0,0,0,0
2568917,unique,0,0,1,0,0,0,0,0
2568918,unique,0,0,1,0,0,0,0,0
2568928,unique,0,0,1,0,0,0,0,0
2568929,unique,0,0,1,0,0,0,0,0
2568930,unique,0,0,1,0,0,0,0,0
2568951,unique,0,0,1,0,0,0,0,0
2568952,unique,0,0,1,0,0,0,0,0
2568957,unique,0,0,1,0,0,0,0,0
2568964,unique,0,0,1,0,0,0,0,0
2568965,unique,0,0,1,0,0,0,0,0
2568966,unique,0,0,1,0,0,0,0,0
2568967,unique,0,0,1,0,0,0,0,0
2568968,unique,0,0,1,0,0,0,0,0
2568969,unique,0,0,1,0,0,0,0,0
2568970,unique,0,0,1,0,0,0,0,0
2568971,unique,0,0,1,0,0,0,0,0
2568972,unique,0,0,1,0,0,0,0,0
2568973,unique,0,0,1,0,0,0,0,0
2568974,unique,0,0,1,0,0,0,0,0
2568975,unique,0,0,1,0,0,0,0,0
2568976,unique,0,0,1,0,0,0,0,0
2568977,unique,0,0,1,0,0,0,0,0
2568978,unique,0,0,1,0,0,0,0,0
2568979,unique,0,0,1,0,0,0,0,0
2568980,unique,0,0,1,0,0,0,0,0
2568981,unique,0,0,1,0,0,0,0,0
2568982,unique,0,0,1,0,0,0,0,0
2568983,unique,0,0,1,0,0,0,0,0
2568984,unique,0,0,1,0,0,0,0,0
2568985,unique,0,0,1,0,0,0,0,0
2568986,unique,0,0,1,0,0,0,0,0
2568987,unique,0,0,1,0,0,0,0,0
2568988,unique,0,0,1,0,0,0,0,0
2568989,unique,0,0,1,0,0,0,0,0
2568990,unique,0,0,1,0,0,0,0,0
2568991,unique,0,0,1,0,0,0,0,0
2568992,unique,0,0,1,0,0,0,0,0
2568993,unique,0,0,1,0,0,0,0,0
2568994,unique,0,0,1,0,0,0,0,0
2568995,unique,0,0,1,0,0,0,0,0
2568996,unique,0,0,1,0,0,0,0,0
2568997,unique,0,0,1,0,0,0,0,0
2568998,unique,0,0,1,0,0,0,0,0
2568999,unique,0,0,1,0,0,0,0,0
2569000,unique,0,0,1,0,0,0,0,0
2569001,unique,0,0,1,0,0,0,0,0
2569002,unique,0,0,1,0,0,0,0,0
2569003,unique,0,0,1,0,0,0,0,0
2569004,unique,0,0,1,0,0,0,0,0
2569005,unique,0,0,1,0,0,0,0,0
2569006,unique,0,0,1,0,0,0,0,0
2569007,unique,0,0,1,0,0,0,0,0
2569008,unique,0,0,1,0,0,0,0,0
